,nr_serie,istation,idate,fdate,icarreira,isentido,ivariante,fstation,fcarreira,fsentido,fvariante,transfer_count,transfer_sum_time,transfer_sum_distance,travel_time,travel_distance,trust,cod_titulo,itaz,ftaz
420,NA,5504,NA,NA,728,DESC,4,9610,728,DESC,4,0,0,0,564,0,100,3032779,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
421,NA,5504,NA,NA,728,DESC,4,9610,728,DESC,4,0,0,0,564,0,100,3032779,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
422,NA,5504,NA,NA,728,DESC,4,9610,728,DESC,4,0,0,0,564,0,100,3032779,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
423,NA,8017,NA,NA,28E,DESC,8,13801,28E,DESC,8,0,0,0,362,0,91,3032779,Estrela (Alcantara),Santa Maria Maior (Castelo)
424,NA,5602,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,47,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
425,NA,8111,NA,NA,28E,DESC,8,5602,28E,DESC,8,0,0,0,529,0,100,3033581,Estrela (Estrela),Santa Maria Maior (Baixa)
426,NA,5602,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,47,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
427,NA,8111,NA,NA,28E,DESC,8,5602,28E,DESC,8,0,0,0,529,0,100,3033581,Estrela (Estrela),Santa Maria Maior (Baixa)
428,NA,1206,NA,NA,736,DESC,0,3812,736,DESC,0,0,0,0,293,0,100,3033583,Avenidas Novas (Parque Eduardo VII),Misericordia (Sao Paulo)
429,NA,5810,NA,NA,767,ASC,0,3023,767,ASC,0,0,0,0,1435,0,92,3133592,Lumiar (Parque Europa),
430,NA,12403,NA,NA,714,DESC,0,910,714,DESC,0,0,0,0,934,0,71,3133592,Ajuda (Restelo),Santa Maria Maior (Baixa)
431,NA,9205,NA,NA,723,ASC,0,12407,723,ASC,0,0,0,0,1357,0,100,3133592,Arroios (Anjos),Belem (Alto Duque)
432,NA,8202,NA,NA,735,DESC,0,3801,735,DESC,0,0,0,0,162,0,94,3133592,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
433,NA,9609,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,494,0,100,3133592,Belem (Belem | Oeste),Misericordia (Sao Paulo)
434,NA,8202,NA,NA,735,DESC,0,3801,735,DESC,0,0,0,0,162,0,94,3133592,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
435,NA,9609,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,494,0,100,3133592,Belem (Belem | Oeste),Misericordia (Sao Paulo)
436,NA,10501,NA,NA,758,ASC,0,8511,758,ASC,0,0,0,0,592,0,100,3133592,Santa Maria Maior (Baixa),Campo de Ourique (Amoreiras)
437,NA,8512,NA,NA,758,DESC,0,10502,758,DESC,0,0,0,0,227,0,100,3133592,Campo de Ourique (Amoreiras),Misericordia (Sao Paulo)
438,NA,1206,NA,NA,727,ASC,0,1214,727,ASC,0,0,0,0,33,0,96,3033581,Avenidas Novas (Parque Eduardo VII),Santo Antonio (Sao Mamede)
439,NA,3812,NA,NA,736,ASC,0,5519,736,ASC,0,0,0,0,95,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
440,NA,5501,NA,NA,728,ASC,0,7825,728,ASC,0,0,0,0,1082,0,100,3033581,Santa Maria Maior (Baixa),Parque das Nacoes (Estacao Oriente)
441,NA,1229,NA,NA,748,ASC,0,94904,748,ASC,0,0,0,0,897,0,100,3032779,Santo Antonio (Sao Jose),
442,NA,94903,NA,NA,748,DESC,0,1229,748,DESC,0,0,0,0,1017,0,100,3032779,,Santo Antonio (Sao Jose)
443,NA,10013,NA,NA,25E,DESC,0,5512,25E,DESC,0,0,0,0,328,0,100,3133592,Estrela (Estrela),Santa Maria Maior (Baixa)
444,NA,5515,NA,NA,25E,ASC,0,8017,25E,ASC,0,0,0,0,669,0,100,3133592,Santa Maria Maior (Baixa),Estrela (Alcantara)
445,NA,8028,NA,NA,774,ASC,0,8516,774,ASC,0,0,0,0,698,0,100,3133592,Estrela (Alcantara),Campo de Ourique (Amoreiras)
446,NA,8517,NA,NA,774,DESC,0,8028,774,DESC,0,0,0,0,552,0,40,3133592,Campo de Ourique (Amoreiras),Estrela (Alcantara)
447,NA,8028,NA,NA,774,ASC,0,1218,774,ASC,0,0,0,0,1180,0,88,3033581,Estrela (Alcantara),Santo Antonio (Sao Jose)
448,NA,1214,NA,NA,727,ASC,0,9506,727,ASC,0,0,0,0,538,0,100,3033581,Santo Antonio (Sao Mamede),Alcantara (Santo Amaro | Sul)
449,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
450,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,99,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
451,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
452,NA,1206,NA,NA,736,DESC,0,1102,736,DESC,0,0,0,0,88,0,48,3033583,Avenidas Novas (Parque Eduardo VII),Santo Antonio (Sao Jose)
453,NA,3802,NA,NA,706,ASC,0,1218,706,ASC,0,0,0,0,332,0,88,3033581,Misericordia (Sao Paulo),Santo Antonio (Sao Jose)
454,NA,5602,NA,NA,28E,DESC,8,3802,15E,ASC,5,1,1722,0,1910,0,100,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
455,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
456,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
457,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
458,NA,917,NA,NA,25E,ASC,0,8017,25E,ASC,0,0,0,0,737,0,100,3033581,Santa Maria Maior (Baixa),Estrela (Alcantara)
459,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
460,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
461,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
462,NA,917,NA,NA,25E,ASC,0,8017,25E,ASC,0,0,0,0,737,0,100,3033581,Santa Maria Maior (Baixa),Estrela (Alcantara)
463,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
464,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
465,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
466,NA,917,NA,NA,25E,ASC,0,8017,25E,ASC,0,0,0,0,737,0,100,3033581,Santa Maria Maior (Baixa),Estrela (Alcantara)
467,NA,5605,NA,NA,28E,DESC,8,13802,28E,DESC,8,0,0,0,274,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
468,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
469,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
470,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
471,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
472,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
473,NA,917,NA,NA,25E,ASC,0,8017,25E,ASC,0,0,0,0,737,0,100,3033581,Santa Maria Maior (Baixa),Estrela (Alcantara)
474,NA,5605,NA,NA,28E,DESC,8,13802,28E,DESC,8,0,0,0,274,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
475,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
476,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
477,NA,816,NA,NA,734,ASC,7,803,734,ASC,7,0,0,0,34,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
478,NA,12105,NA,NA,714,DESC,0,7106,714,DESC,0,0,0,0,232,0,100,3033583,Alcantara (Santo Amaro | Sul),Misericordia (Sao Paulo)
479,NA,7103,NA,NA,727,DESC,0,1205,727,DESC,0,0,0,0,218,0,100,3033583,Misericordia (Sao Paulo),Santo Antonio (Sao Jose)
480,NA,12105,NA,NA,714,DESC,0,7106,714,DESC,0,0,0,0,232,0,100,3033583,Alcantara (Santo Amaro | Sul),Misericordia (Sao Paulo)
481,NA,7103,NA,NA,727,DESC,0,1205,727,DESC,0,0,0,0,218,0,100,3033583,Misericordia (Sao Paulo),Santo Antonio (Sao Jose)
482,NA,801,NA,NA,28E,ASC,8,10516,28E,ASC,8,0,0,0,507,0,77,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
483,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3033581,Arroios (Anjos),Santo Antonio (Sao Jose)
484,NA,1014,NA,NA,51E,DESC,0,10504,24E,DESC,0,1,2514,50.3,2536,0,80,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
485,NA,9609,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,569,0,87,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
486,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3033581,Arroios (Anjos),Santo Antonio (Sao Jose)
487,NA,1014,NA,NA,51E,DESC,0,10504,24E,DESC,0,1,2530,50.3,2552,0,80,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
488,NA,9609,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,569,0,87,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
489,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3033581,Arroios (Anjos),Santo Antonio (Sao Jose)
490,NA,1014,NA,NA,51E,DESC,0,10504,24E,DESC,0,1,2514,50.3,2536,0,80,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
491,NA,9609,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,569,0,87,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
492,NA,14602,NA,NA,753,DESC,0,6601,753,DESC,0,0,0,0,547,0,100,3033581,,Santo Antonio (Sao Jose)
493,NA,6605,NA,NA,723,ASC,0,1202,723,ASC,0,0,0,0,38,0,100,3033581,Santo Antonio (Sao Jose),Santo Antonio (Sao Jose)
494,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3033581,Arroios (Anjos),Santo Antonio (Sao Jose)
495,NA,1014,NA,NA,51E,DESC,0,10504,24E,DESC,0,1,2514,50.3,2536,0,80,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
496,NA,9609,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,569,0,87,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
497,NA,14602,NA,NA,753,DESC,0,6601,753,DESC,0,0,0,0,547,0,100,3033581,,Santo Antonio (Sao Jose)
498,NA,6605,NA,NA,723,ASC,0,1202,723,ASC,0,0,0,0,38,0,100,3033581,Santo Antonio (Sao Jose),Santo Antonio (Sao Jose)
499,NA,13804,NA,NA,28E,ASC,8,13802,28E,ASC,8,0,0,0,46,0,86,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
500,NA,10813,NA,NA,767,DESC,0,9208,767,DESC,0,0,0,0,1106,0,78,3032779,Benfica (Colegio Militar/Luz),Arroios (Anjos)
501,NA,1503,NA,NA,716,ASC,0,10814,716,ASC,0,0,0,0,494,0,66,3032779,Avenidas Novas (Campo Pequeno | Oeste),Benfica (Colegio Militar/Luz)
502,NA,6106,NA,NA,742,DESC,0,1410,742,DESC,0,0,0,0,123,0,100,3033581,Campolide (Campolide),Avenidas Novas (Avenidas Novas | Este)
503,NA,7817,NA,NA,759,DESC,0,8404,759,DESC,0,0,0,0,591,0,100,3133592,Parque das Nacoes (Estacao Oriente),Olivais (Relogio)
504,NA,12115,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,345,0,100,3133592,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
505,NA,5515,NA,NA,15E,ASC,5,12116,15E,ASC,5,0,0,0,590,0,100,3133592,Santa Maria Maior (Baixa),Alcantara (Santo Amaro | Sul)
506,NA,5515,NA,NA,15E,ASC,5,12116,15E,ASC,5,0,0,0,590,0,100,3133592,Santa Maria Maior (Baixa),Alcantara (Santo Amaro | Sul)
507,NA,10513,NA,NA,28E,DESC,8,13811,28E,DESC,8,0,0,0,158,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
508,NA,13810,NA,NA,737,DESC,0,7102,15E,ASC,4,2,3701,318.7,4154,0,79.66666667,3033581,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
509,NA,9119,NA,NA,712,ASC,0,1202,712,ASC,0,0,0,0,795,0,90,3033581,Sao Vicente de Fora (Sao Vicente),Santo Antonio (Sao Jose)
510,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3033581,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
511,NA,9609,NA,NA,15E,DESC,4,3803,15E,DESC,4,0,0,0,504,0,100,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
512,NA,9603,NA,NA,728,ASC,0,3803,728,ASC,0,0,0,0,632,0,90,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
513,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
514,NA,4113,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,532,0,80,3032779,Belem (Belem | Este),Santa Maria Maior (Baixa)
515,NA,9603,NA,NA,728,ASC,0,3803,728,ASC,0,0,0,0,632,0,90,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
516,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
517,NA,5504,NA,NA,735,DESC,1,3801,735,DESC,1,0,0,0,72,0,94,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
518,NA,1224,NA,NA,712,DESC,0,9122,712,DESC,0,0,0,0,753,0,21,3133592,Santo Antonio (Sao Mamede),Sao Vicente de Fora (Sao Vicente)
519,NA,13802,NA,NA,12E,CIRC,0,5602,12E,CIRC,0,0,0,0,15,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
520,NA,13824,NA,NA,12E,CIRC,0,5602,12E,CIRC,0,0,0,0,108,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
521,NA,9603,NA,NA,727,DESC,0,1701,727,DESC,0,0,0,0,747,0,99,3033581,Belem (Belem | Oeste),Arroios (Estefania)
522,NA,12115,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,406,0,100,3133592,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
523,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
524,NA,917,NA,NA,12E,CIRC,0,801,12E,CIRC,0,0,0,0,23,0,75,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
525,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3133592,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
526,NA,9611,NA,NA,15E,DESC,5,12115,15E,DESC,5,0,0,0,238,0,100,3133592,Belem (Belem | Oeste),Alcantara (Santo Amaro | Sul)
527,NA,1224,NA,NA,712,DESC,0,9122,712,DESC,0,0,0,0,753,0,21,3133592,Santo Antonio (Sao Mamede),Sao Vicente de Fora (Sao Vicente)
528,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,99,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
529,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,99,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
530,NA,3902,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,843,0,100,3033581,Estrela (Estrela),Belem (Belem | Oeste)
531,NA,9603,NA,NA,728,ASC,0,3901,728,ASC,0,0,0,0,547,0,100,3033581,Belem (Belem | Oeste),Estrela (Estrela)
532,NA,10513,NA,NA,28E,DESC,8,13811,28E,DESC,8,0,0,0,158,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
533,NA,13810,NA,NA,737,DESC,0,3820,728,DESC,0,1,2063,318.7,2397,0,83.5,3033581,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
534,NA,3902,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,843,0,100,3033581,Estrela (Estrela),Belem (Belem | Oeste)
535,NA,9609,NA,NA,15E,DESC,4,3803,15E,DESC,4,0,0,0,504,0,57,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
536,NA,9609,NA,NA,15E,DESC,4,3803,15E,DESC,4,0,0,0,504,0,57,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
537,NA,1206,NA,NA,736,DESC,0,1102,736,DESC,0,0,0,0,88,0,48,3033583,Avenidas Novas (Parque Eduardo VII),Santo Antonio (Sao Jose)
538,NA,912,NA,NA,737,ASC,0,13810,737,ASC,0,0,0,0,302,0,100,3033583,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
539,NA,1214,NA,NA,727,ASC,0,3908,727,ASC,0,0,0,0,264,0,100,3033581,Santo Antonio (Sao Mamede),Estrela (Lapa)
540,NA,3907,NA,NA,713,DESC,0,6821,713,DESC,0,0,0,0,722,0,65,3033581,Estrela (Lapa),Campo de Ourique (Amoreiras)
541,NA,1214,NA,NA,727,ASC,0,3908,727,ASC,0,0,0,0,264,0,100,3033581,Santo Antonio (Sao Mamede),Estrela (Lapa)
542,NA,3907,NA,NA,713,DESC,0,6821,713,DESC,0,0,0,0,722,0,65,3033581,Estrela (Lapa),Campo de Ourique (Amoreiras)
543,NA,13810,NA,NA,737,DESC,0,1220,732,DESC,0,1,703,103.4,1312,0,93.5,3033581,Santa Maria Maior (Castelo),Santo Antonio (Sao Jose)
544,NA,1702,NA,NA,727,ASC,0,6702,727,ASC,0,0,0,0,214,0,100,3033581,Avenidas Novas (Picoas),Estrela (Estrela)
545,NA,6701,NA,NA,727,DESC,1,1213,727,DESC,1,0,0,0,194,0,100,3033581,Misericordia (Sao Paulo),Avenidas Novas (Parque Eduardo VII)
546,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
547,NA,13810,NA,NA,737,DESC,0,1220,732,DESC,0,1,699,103.4,1308,0,93.5,3033581,Santa Maria Maior (Castelo),Santo Antonio (Sao Jose)
548,NA,1702,NA,NA,727,ASC,0,6702,727,ASC,0,0,0,0,214,0,100,3033581,Avenidas Novas (Picoas),Estrela (Estrela)
549,NA,6701,NA,NA,727,DESC,1,1213,727,DESC,1,0,0,0,194,0,100,3033581,Misericordia (Sao Paulo),Avenidas Novas (Parque Eduardo VII)
550,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
551,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
552,NA,13810,NA,NA,737,DESC,0,13816,737,DESC,0,0,0,0,98,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
553,NA,13812,NA,NA,12E,CIRC,0,917,12E,CIRC,0,0,0,0,108,0,66,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
554,NA,9609,NA,NA,15E,DESC,5,10507,53E,DESC,0,1,2419,298.4,2913,0,95,3033581,Belem (Belem | Oeste),Misericordia (Bairro Alto)
555,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
556,NA,10513,NA,NA,24E,ASC,0,6819,24E,ASC,0,0,0,0,162,0,100,3033581,Misericordia (Sao Paulo),Santo Antonio (Amoreiras)
557,NA,9901,NA,NA,25E,ASC,0,5605,28E,DESC,8,1,2219,0,3137,0,99.5,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
558,NA,10513,NA,NA,24E,ASC,0,6819,24E,ASC,0,0,0,0,162,0,100,3033581,Misericordia (Sao Paulo),Santo Antonio (Amoreiras)
559,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,99,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
560,NA,9611,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,583,0,87,3033583,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
561,NA,9603,NA,NA,728,ASC,0,3803,728,ASC,0,0,0,0,632,0,90,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
562,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
563,NA,5504,NA,NA,735,DESC,1,3801,735,DESC,1,0,0,0,72,0,94,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
564,NA,9603,NA,NA,728,ASC,0,3803,728,ASC,0,0,0,0,632,0,90,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
565,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
566,NA,9603,NA,NA,728,ASC,0,3803,728,ASC,0,0,0,0,632,0,90,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
567,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
568,NA,9603,NA,NA,728,ASC,0,3803,728,ASC,0,0,0,0,632,0,90,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
569,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
570,NA,13802,NA,NA,12E,CIRC,0,5602,12E,CIRC,0,0,0,0,15,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
571,NA,13824,NA,NA,12E,CIRC,0,5602,12E,CIRC,0,0,0,0,108,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
572,NA,9603,NA,NA,727,DESC,0,1701,727,DESC,0,0,0,0,747,0,99,3033581,Belem (Belem | Oeste),Arroios (Estefania)
573,NA,8017,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,689,0,94,3033581,Estrela (Alcantara),Santa Maria Maior (Castelo)
574,NA,8017,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,689,0,94,3033581,Estrela (Alcantara),Santa Maria Maior (Castelo)
575,NA,83102,NA,NA,759,DESC,0,5518,759,DESC,0,0,0,0,381,0,23,3033581,Beato (Madre Deus | Oeste),Santa Maria Maior (Baixa)
576,NA,5602,NA,NA,12E,CIRC,0,917,12E,CIRC,0,0,0,0,47,0,42,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
577,NA,1201,NA,NA,712,DESC,0,9110,712,DESC,0,0,0,0,428,0,100,3032779,Santo Antonio (Sao Jose),Sao Vicente de Fora (Sao Vicente)
578,NA,16304,NA,NA,783,DESC,0,1206,783,DESC,0,0,0,0,1294,0,100,3032779,,Avenidas Novas (Parque Eduardo VII)
579,NA,9125,NA,NA,712,ASC,0,16303,783,ASC,3,1,1400,720.3,3413,0,74,3032779,Sao Vicente de Fora (Sao Vicente),
580,NA,83102,NA,NA,759,DESC,0,5518,759,DESC,0,0,0,0,381,0,23,3033581,Beato (Madre Deus | Oeste),Santa Maria Maior (Baixa)
581,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,75,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
582,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
583,NA,801,NA,NA,28E,ASC,8,10512,28E,ASC,8,0,0,0,645,0,60,3032779,Santa Maria Maior (Castelo),Misericordia (Bairro Alto)
584,NA,10519,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,381,0,66,3032779,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
585,NA,801,NA,NA,28E,ASC,8,10516,28E,ASC,8,0,0,0,507,0,100,3032779,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
586,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,75,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
587,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,75,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
588,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
589,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,75,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
590,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
591,NA,13810,NA,NA,737,DESC,0,10510,28E,ASC,8,1,2733,0,3414,0,96,3033581,Santa Maria Maior (Castelo),Misericordia (Bairro Alto)
592,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
593,NA,13810,NA,NA,737,DESC,0,10510,28E,ASC,8,1,2723,0,3404,0,96,3033581,Santa Maria Maior (Castelo),Misericordia (Bairro Alto)
