,nr_serie,istation,idate,fdate,icarreira,isentido,ivariante,fstation,fcarreira,fsentido,fvariante,transfer_count,transfer_sum_time,transfer_sum_distance,travel_time,travel_distance,trust,cod_titulo,itaz,ftaz
73,NA,8438,NA,NA,708,DESC,0,11301,750,ASC,0,1,595,25.4,1053,0,100,3133592,Olivais (Olivais - Centro),Alvalade (Avenida do Brasil)
74,NA,7103,NA,NA,727,DESC,0,1205,727,DESC,0,0,0,0,218,0,90,3032779,Misericordia (Sao Paulo),Santo Antonio (Sao Jose)
75,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3133592,Santa Maria Maior (Castelo),Estrela (Alcantara)
76,NA,8017,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,689,0,100,3133592,Estrela (Alcantara),Santa Maria Maior (Castelo)
77,NA,301,NA,NA,720,ASC,0,6804,720,ASC,0,0,0,0,1230,0,100,3133592,Areeiro (Alto Pina),Santo Antonio (Sao Mamede)
78,NA,12005,NA,NA,742,DESC,1,12004,742,ASC,0,2,1563,45.1,1800,0,100,3133592,Alcantara (Santo Amaro | Sul),Alcantara (Santo Amaro | Sul)
79,NA,12403,NA,NA,714,DESC,0,910,714,DESC,0,0,0,0,934,0,100,3133592,Ajuda (Restelo),Santa Maria Maior (Baixa)
80,NA,910,NA,NA,714,ASC,0,12404,714,ASC,0,0,0,0,955,0,100,3133592,Santa Maria Maior (Baixa),Ajuda (Restelo)
81,NA,7908,NA,NA,705,ASC,0,308,705,ASC,0,0,0,0,1145,0,100,3133592,Parque das Nacoes (Quinta Laranjeiras),Areeiro (Areeiro | Norte)
82,NA,18128,NA,NA,799,DESC,0,10819,799,DESC,0,0,0,0,627,0,100,3032779,,Benfica (Colegio Militar/Luz)
83,NA,10209,NA,NA,727,DESC,0,2005,727,DESC,0,0,0,0,593,0,100,132769,Estrela (Lapa),Alvalade (Roma - Areeiro | Este)
84,NA,2016,NA,NA,727,ASC,0,10210,727,ASC,0,0,0,0,599,0,100,132769,Alvalade (Alvalade),Estrela (Lapa)
85,NA,7103,NA,NA,727,DESC,0,314,727,DESC,0,0,0,0,649,0,89,132769,Misericordia (Sao Paulo),Alvalade (Roma - Areeiro | Este)
86,NA,12011,NA,NA,760,DESC,0,905,760,DESC,0,0,0,0,484,0,100,132769,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
87,NA,906,NA,NA,760,ASC,0,12012,760,ASC,0,0,0,0,481,0,100,132769,Santa Maria Maior (Baixa),Alcantara (Santo Amaro | Sul)
88,NA,1010,NA,NA,736,ASC,0,1807,736,ASC,0,0,0,0,207,0,100,3032779,Santa Maria Maior (Baixa),Arroios (Estefania)
89,NA,9901,NA,NA,714,ASC,0,7103,727,DESC,0,1,2196,112.5,2702,0,83,3032779,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
90,NA,2111,NA,NA,794,ASC,0,3606,794,ASC,0,0,0,0,486,0,100,3133592,Santa Maria Maior (Castelo),Marvila (Bairro Armador)
91,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
92,NA,3803,NA,NA,760,DESC,0,13810,737,ASC,0,1,968,105,1274,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
93,NA,5602,NA,NA,28E,DESC,8,3802,732,ASC,0,2,1280,,1999,0,,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
94,NA,801,NA,NA,28E,ASC,8,5604,28E,ASC,8,0,0,0,373,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
95,NA,13205,NA,NA,15E,DESC,1,3803,15E,DESC,5,1,1013,0,1656,0,100,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
96,NA,13813,NA,NA,28E,DESC,8,13816,28E,DESC,8,0,0,0,151,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
97,NA,1902,NA,NA,736,DESC,0,5510,736,DESC,0,0,0,0,368,0,100,3033581,Avenidas Novas (Campo Pequeno | Este),Santa Maria Maior (Baixa)
98,NA,817,NA,NA,12E,CIRC,0,801,12E,CIRC,0,0,0,0,196,0,94,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
99,NA,13205,NA,NA,15E,DESC,1,3803,15E,DESC,5,1,980,0,1623,0,100,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
100,NA,13813,NA,NA,28E,DESC,8,13816,28E,DESC,8,0,0,0,151,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
101,NA,1902,NA,NA,736,DESC,0,5510,736,DESC,0,0,0,0,368,0,100,3033581,Avenidas Novas (Campo Pequeno | Este),Santa Maria Maior (Baixa)
102,NA,817,NA,NA,12E,CIRC,0,801,12E,CIRC,0,0,0,0,196,0,94,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
103,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,1,1617,31.9,1617,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
104,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
105,NA,3803,NA,NA,760,DESC,0,13810,737,ASC,0,1,975,105,1281,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
106,NA,5602,NA,NA,28E,DESC,8,3802,732,ASC,0,2,1256,,1983,0,,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
107,NA,801,NA,NA,28E,ASC,8,5604,28E,ASC,8,0,0,0,373,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
108,NA,13205,NA,NA,15E,DESC,1,917,15E,DESC,5,1,982,0,1761,0,85.5,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
109,NA,1902,NA,NA,736,DESC,0,5510,736,DESC,0,0,0,0,368,0,100,3033581,Avenidas Novas (Campo Pequeno | Este),Santa Maria Maior (Baixa)
110,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
111,NA,3803,NA,NA,760,DESC,0,13810,737,ASC,0,1,969,105,1275,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
112,NA,5602,NA,NA,28E,DESC,8,3802,732,ASC,0,2,1283,,1995,0,,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
113,NA,801,NA,NA,28E,ASC,8,5604,28E,ASC,8,0,0,0,373,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
114,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,83,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
115,NA,3803,NA,NA,760,DESC,0,13810,737,ASC,0,1,980,105,1286,0,100,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
116,NA,5602,NA,NA,28E,DESC,8,3802,732,ASC,0,2,1265,,1987,0,,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
117,NA,801,NA,NA,28E,ASC,8,5604,28E,ASC,8,0,0,0,373,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
118,NA,13205,NA,NA,15E,DESC,1,3803,15E,DESC,5,1,1019,0,1662,0,100,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
119,NA,13813,NA,NA,28E,DESC,8,13816,28E,DESC,8,0,0,0,151,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
120,NA,1902,NA,NA,736,DESC,0,5510,736,DESC,0,0,0,0,368,0,100,3033581,Avenidas Novas (Campo Pequeno | Este),Santa Maria Maior (Baixa)
121,NA,817,NA,NA,12E,CIRC,0,801,12E,CIRC,0,0,0,0,196,0,94,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
122,NA,801,NA,NA,28E,ASC,8,9906,28E,ASC,8,1,1053,0,1827,0,65,3032779,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
123,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,1,1617,31.9,1617,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
124,NA,12123,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,296,0,100,3033581,Alcantara (Santo Amaro | Sul),Misericordia (Sao Paulo)
125,NA,917,NA,NA,15E,ASC,5,12108,15E,ASC,5,0,0,0,760,0,100,3033581,Santa Maria Maior (Baixa),Alcantara (Santo Amaro | Sul)
126,NA,801,NA,NA,28E,ASC,8,9906,28E,ASC,8,1,1059,0,1833,0,65,3032779,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
127,NA,12123,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,296,0,100,3033581,Alcantara (Santo Amaro | Sul),Misericordia (Sao Paulo)
128,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3033581,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
129,NA,9609,NA,NA,15E,DESC,5,12123,15E,DESC,5,0,0,0,198,0,100,3033581,Belem (Belem | Oeste),Alcantara (Santo Amaro | Sul)
130,NA,3824,NA,NA,25E,DESC,0,9203,723,ASC,0,1,2039,805.1,2171,0,36.5,3033581,Misericordia (Sao Paulo),Arroios (Anjos)
131,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
132,NA,8017,NA,NA,25E,DESC,0,3824,25E,DESC,0,0,0,0,422,0,100,3033581,Estrela (Alcantara),Misericordia (Sao Paulo)
133,NA,801,NA,NA,28E,ASC,8,10507,53E,DESC,0,2,2673,260.1,4229,0,98,3033581,Santa Maria Maior (Castelo),Misericordia (Bairro Alto)
134,NA,12101,NA,NA,732,DESC,0,901,732,DESC,0,0,0,0,406,0,100,3032779,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
135,NA,815,NA,NA,760,ASC,0,12121,760,ASC,0,0,0,0,419,0,100,3032779,Santa Maria Maior (Castelo),Alcantara (Santo Amaro | Sul)
136,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
137,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
138,NA,5901,NA,NA,796,ASC,0,5903,796,ASC,0,0,0,0,36,0,71,3133592,Lumiar (Parque Europa),Lumiar (Lumiar | Oeste)
139,NA,33101,NA,NA,726,DESC,0,604,726,DESC,0,0,0,0,436,0,100,3133592,Avenidas Novas (Avenidas Novas | Este),Arroios (Anjos)
140,NA,9125,NA,NA,712,ASC,0,94904,748,ASC,0,1,933,0,2543,0,100,3133592,Sao Vicente de Fora (Sao Vicente),
141,NA,94903,NA,NA,748,DESC,0,9110,712,DESC,0,1,1182,0,2617,0,100,3133592,,Sao Vicente de Fora (Sao Vicente)
142,NA,4219,NA,NA,15E,DESC,1,910,714,DESC,0,1,571,117.4,1530,0,100,3133592,,Santa Maria Maior (Baixa)
143,NA,1511,NA,NA,756,DESC,0,302,756,DESC,0,0,0,0,641,0,100,3032779,Campolide (Praca Espanha | Norte),Areeiro (Areeiro | Norte)
144,NA,319,NA,NA,756,ASC,0,1514,756,ASC,0,0,0,0,539,0,100,3032779,Areeiro (Areeiro | Norte),Campolide (Praca Espanha | Norte)
145,NA,11118,NA,NA,742,ASC,1,1413,742,ASC,1,0,0,0,92,0,100,3133592,Avenidas Novas (Avenidas Novas | Este),Avenidas Novas (Avenidas Novas | Oeste)
146,NA,1414,NA,NA,713,DESC,0,6501,726,DESC,0,1,1197,94,1300,0,78,3133592,Avenidas Novas (Picoas),Arroios (Estefania)
147,NA,7825,NA,NA,708,DESC,0,308,708,DESC,0,0,0,0,724,0,100,3133592,Parque das Nacoes (Estacao Oriente),Areeiro (Areeiro | Norte)
148,NA,402,NA,NA,735,DESC,0,9116,735,DESC,0,0,0,0,407,0,100,3133592,Arroios (Arroios | Norte),Sao Vicente de Fora (Sao Vicente)
149,NA,9115,NA,NA,735,ASC,0,414,735,ASC,0,0,0,0,256,0,100,3133592,Sao Vicente de Fora (Sao Vicente),Areeiro (Alto Pina)
150,NA,310,NA,NA,708,DESC,0,807,708,DESC,0,0,0,0,574,0,34,3133592,Areeiro (Areeiro | Norte),Santa Maria Maior (Castelo)
151,NA,4501,NA,NA,735,ASC,0,319,735,ASC,0,0,0,0,530,0,80,3133592,Santa Maria Maior (Baixa),Areeiro (Areeiro | Norte)
152,NA,312,NA,NA,720,DESC,0,8906,720,DESC,0,0,0,0,234,0,100,3133592,Areeiro (Alto Pina),Beato (Picheleira)
153,NA,312,NA,NA,756,DESC,0,8909,756,DESC,0,0,0,0,292,0,100,3133592,Areeiro (Alto Pina),Areeiro (Alto Pina)
154,NA,8909,NA,NA,756,ASC,0,301,756,ASC,0,0,0,0,265,0,100,3133592,Areeiro (Alto Pina),Areeiro (Alto Pina)
155,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033583,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
156,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033583,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
157,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033583,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
158,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033583,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
159,NA,3803,NA,NA,760,DESC,0,905,760,DESC,0,0,0,0,141,0,100,3133592,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
160,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033583,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
161,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033583,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
162,NA,9609,NA,NA,714,DESC,0,5519,714,DESC,0,0,0,0,661,0,86,3033600,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
163,NA,919,NA,NA,711,ASC,0,1209,711,ASC,0,0,0,0,163,0,99,3032779,Santa Maria Maior (Baixa),Avenidas Novas (Parque Eduardo VII)
164,NA,7908,NA,NA,725,ASC,0,16309,725,ASC,0,0,0,0,494,0,100,3133592,Parque das Nacoes (Quinta Laranjeiras),
165,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3133592,Arroios (Anjos),Santo Antonio (Sao Jose)
166,NA,10609,NA,NA,24E,DESC,0,10512,24E,DESC,0,0,0,0,83,0,90,3133592,Misericordia (Bairro Alto),Misericordia (Bairro Alto)
167,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3133592,Santa Maria Maior (Castelo),Estrela (Alcantara)
168,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,100,3133592,Estrela (Alcantara),Santa Maria Maior (Baixa)
169,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
170,NA,917,NA,NA,15E,ASC,5,5515,15E,ASC,5,0,0,0,68,0,40,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
171,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3133592,Arroios (Anjos),Santo Antonio (Sao Jose)
172,NA,10609,NA,NA,24E,DESC,0,10512,24E,DESC,0,0,0,0,83,0,90,3133592,Misericordia (Bairro Alto),Misericordia (Bairro Alto)
173,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3133592,Santa Maria Maior (Castelo),Estrela (Alcantara)
174,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,100,3133592,Estrela (Alcantara),Santa Maria Maior (Baixa)
175,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
176,NA,917,NA,NA,15E,ASC,5,5515,15E,ASC,5,0,0,0,68,0,40,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
177,NA,3803,NA,NA,760,DESC,0,905,760,DESC,0,0,0,0,141,0,100,3133592,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
178,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
179,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
180,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
181,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
182,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
183,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
184,NA,917,NA,NA,15E,ASC,5,3802,15E,ASC,5,0,0,0,141,0,100,3032779,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
185,NA,8017,NA,NA,25E,DESC,0,917,25E,DESC,0,0,0,0,523,0,100,3133592,Estrela (Alcantara),Santa Maria Maior (Baixa)
186,NA,1405,NA,NA,742,ASC,0,9401,742,ASC,0,0,0,0,355,0,100,3032779,Avenidas Novas (Avenidas Novas | Oeste),Estrela (Alcantara)
187,NA,9415,NA,NA,756,DESC,0,1504,756,DESC,0,0,0,0,391,0,70,3032779,Estrela (Alcantara),Avenidas Novas (Avenidas Novas | Oeste)
188,NA,10303,NA,NA,760,DESC,0,6909,760,DESC,0,0,0,0,1126,0,42,3033581,Ajuda (Ajuda | Sul),Arroios (Anjos)
189,NA,6909,NA,NA,760,ASC,0,10304,760,ASC,0,0,0,0,884,0,100,3033581,Arroios (Anjos),Ajuda (Ajuda | Sul)
190,NA,8017,NA,NA,25E,DESC,0,917,25E,DESC,0,0,0,0,523,0,100,3133592,Estrela (Alcantara),Santa Maria Maior (Baixa)
191,NA,1102,NA,NA,732,ASC,0,9506,732,ASC,0,0,0,0,576,0,100,3133592,Santo Antonio (Sao Jose),Alcantara (Santo Amaro | Sul)
192,NA,11001,NA,NA,746,DESC,0,1502,746,DESC,0,0,0,0,591,0,68,3032779,Benfica (Benfica | Sul),Avenidas Novas (Avenidas Novas | Oeste)
193,NA,3825,NA,NA,758,ASC,0,8511,758,ASC,0,0,0,0,683,0,100,3032779,Misericordia (Sao Paulo),Campo de Ourique (Amoreiras)
194,NA,10518,NA,NA,28E,ASC,8,10516,28E,ASC,8,0,0,0,41,0,77,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
195,NA,9609,NA,NA,15E,DESC,5,10516,28E,ASC,8,1,1683,158.6,2249,0,88.5,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
196,NA,13205,NA,NA,15E,DESC,1,3901,15E,DESC,4,1,1010,117.4,1564,0,100,3033581,Belem (Belem | Oeste),Estrela (Estrela)
197,NA,3922,NA,NA,706,ASC,0,1218,706,ASC,0,0,0,0,241,0,88,3033581,Estrela (Estrela),Santo Antonio (Sao Jose)
198,NA,9610,NA,NA,15E,ASC,1,13206,15E,ASC,1,0,0,0,122,0,100,3033581,Belem (Belem | Oeste),Belem (Belem | Oeste)
199,NA,8501,NA,NA,753,ASC,0,14601,753,ASC,0,0,0,0,463,0,100,3133592,Campolide (Campolide),
200,NA,5922,NA,NA,40B,DESC,0,6021,40B,DESC,0,0,0,0,83,0,26,316156,Santa Clara (Ameixoeira | Norte),Santa Clara (Ameixoeira | Sul)
201,NA,1229,NA,NA,748,ASC,0,18102,748,ASC,0,0,0,0,607,0,100,3133592,Santo Antonio (Sao Jose),
202,NA,18102,NA,NA,748,ASC,0,1229,748,DESC,0,1,695,21.8,2002,0,100,3133592,,Santo Antonio (Sao Jose)
203,NA,1202,NA,NA,753,ASC,0,19001,753,ASC,0,0,0,0,1837,0,100,3133592,Santo Antonio (Sao Jose),
204,NA,19001,NA,NA,753,DESC,0,1212,753,DESC,0,0,0,0,633,0,100,3133592,,Santo Antonio (Sao Mamede)
205,NA,10004,NA,NA,713,DESC,0,8511,713,DESC,0,0,0,0,528,0,100,3133592,Estrela (Estrela),Campo de Ourique (Amoreiras)
206,NA,10004,NA,NA,713,DESC,0,8511,713,DESC,0,0,0,0,528,0,100,3133592,Estrela (Estrela),Campo de Ourique (Amoreiras)
207,NA,3907,NA,NA,713,DESC,0,8511,713,DESC,0,0,0,0,782,0,100,3133592,Estrela (Lapa),Campo de Ourique (Amoreiras)
208,NA,8512,NA,NA,713,ASC,0,10011,713,ASC,0,0,0,0,374,0,98,3133592,Campo de Ourique (Amoreiras),Estrela (Estrela)
209,NA,8512,NA,NA,758,DESC,0,10608,758,DESC,0,0,0,0,118,0,23,3133592,Campo de Ourique (Amoreiras),Santo Antonio (Sao Mamede)
210,NA,10601,NA,NA,758,ASC,1,6812,758,ASC,1,0,0,0,252,0,42,3133592,Misericordia (Bairro Alto),Santo Antonio (Amoreiras)
211,NA,2404,NA,NA,728,ASC,0,7825,728,ASC,0,0,0,0,226,0,100,3033581,Parque das Nacoes (Parque Nacoes | Sul),Parque das Nacoes (Estacao Oriente)
212,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
213,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
214,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
215,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
216,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
217,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
218,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
219,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
220,NA,12407,NA,NA,723,ASC,0,18402,751,ASC,0,1,903,68.8,1387,0,64,3032779,Belem (Alto Duque),
221,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
222,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
223,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
224,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
225,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
226,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
227,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
228,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
229,NA,2712,NA,NA,701,ASC,0,8016,701,ASC,0,0,0,0,298,0,100,3133592,Campolide (Praca Espanha | Norte),Estrela (Alcantara)
230,NA,8016,NA,NA,701,DESC,0,2713,701,DESC,0,0,0,0,297,0,100,3133592,Estrela (Alcantara),Campolide (Praca Espanha | Norte)
231,NA,1103,NA,NA,736,ASC,0,5705,736,ASC,0,0,0,0,389,0,99,3133592,Santo Antonio (Sao Jose),Alvalade (Campo Grande)
232,NA,5704,NA,NA,783,DESC,1,1206,783,DESC,1,0,0,0,298,0,37,3133592,Alvalade (Campo Grande),Avenidas Novas (Parque Eduardo VII)
233,NA,9902,NA,NA,714,DESC,0,5519,714,DESC,0,0,0,0,107,0,79,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
234,NA,9902,NA,NA,714,DESC,0,5519,714,DESC,0,0,0,0,107,0,79,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
235,NA,1214,NA,NA,727,ASC,0,4110,727,ASC,0,0,0,0,622,0,100,3032779,Santo Antonio (Sao Mamede),Belem (Belem | Este)
236,NA,4109,NA,NA,727,DESC,0,1207,727,DESC,0,0,0,0,662,0,100,3032779,Belem (Belem | Oeste),Santo Antonio (Sao Mamede)
237,NA,9603,NA,NA,728,ASC,0,3824,728,ASC,0,0,0,0,667,0,83,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
238,NA,4104,NA,NA,729,DESC,0,12822,729,DESC,0,0,0,0,1129,0,100,3033581,Belem (Belem | Este),Carnide (Avenidas Novas)
239,NA,10315,NA,NA,723,DESC,0,6606,723,DESC,0,0,0,0,632,0,100,3133592,Ajuda (Ajuda | Norte),Santo Antonio (Sao Jose)
240,NA,10315,NA,NA,723,DESC,0,6606,723,DESC,0,0,0,0,632,0,100,3133592,Ajuda (Ajuda | Norte),Santo Antonio (Sao Jose)
241,NA,6605,NA,NA,723,ASC,0,10315,723,ASC,0,0,0,0,840,0,100,3133592,Santo Antonio (Sao Jose),Ajuda (Ajuda | Norte)
242,NA,6605,NA,NA,723,ASC,0,10315,723,ASC,0,0,0,0,840,0,100,3133592,Santo Antonio (Sao Jose),Ajuda (Ajuda | Norte)
243,NA,50012,NA,NA,43B,CIRC,0,5901,43B,CIRC,0,0,0,0,293,0,96,3032779,Lumiar (Telheiras | Oeste),Lumiar (Parque Europa)
244,NA,50016,NA,NA,767,DESC,0,50011,747,ASC,0,2,1401,79.7,1842,0,93,3032779,Carnide (Avenidas Novas),Lumiar (Telheiras | Oeste)
245,NA,5813,NA,NA,747,ASC,0,50011,747,ASC,0,0,0,0,134,0,100,3032779,Lumiar (Lumiar | Oeste),Lumiar (Telheiras | Oeste)
246,NA,10303,NA,NA,760,DESC,0,3803,760,DESC,0,0,0,0,487,0,100,3033581,Ajuda (Ajuda | Sul),Misericordia (Sao Paulo)
