trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
25209742,06:31:24,06:31:54,M44,1,,,,
25209742,06:33:45,06:34:07,M43,2,,,,
25209742,06:35:19,06:35:40,M01,3,,,,
25209742,06:36:54,06:37:16,M02,4,,,,
25209742,06:38:37,06:38:57,M03,5,,,,
25209742,06:40:21,06:40:47,M04,6,,,,
25209742,06:41:58,06:42:17,M05,7,,,,
25209742,06:43:44,06:44:04,M06,8,,,,
25209742,06:45:28,06:45:55,M07,9,,,,
25209742,06:47:05,06:47:26,M08,10,,,,
25209742,06:48:27,06:48:54,M09,11,,,,
25209742,06:49:50,06:50:11,M10,12,,,,
25209742,06:51:17,06:51:47,M11,13,,,,
25209742,06:52:33,06:52:55,M12,14,,,,
25209742,06:53:59,06:54:26,M29,15,,,,
25209742,06:55:46,06:56:16,M45,16,,,,
25209742,06:58:26,06:58:26,M46,17,,,,
25209744,12:00:00,12:00:00,M50,0,,,,
25209744,12:01:24,12:01:54,M44,1,,,,
25209744,12:03:45,12:04:07,M43,2,,,,
25209744,12:05:19,12:05:40,M01,3,,,,
25209744,12:06:54,12:07:16,M02,4,,,,
25209744,12:08:37,12:08:57,M03,5,,,,
25209744,12:10:21,12:10:47,M04,6,,,,
25209744,12:11:58,12:12:17,M05,7,,,,
25209744,12:13:44,12:14:04,M06,8,,,,
25209744,12:15:28,12:15:55,M07,9,,,,
25209744,12:17:05,12:17:26,M08,10,,,,
25209744,12:18:27,12:18:54,M09,11,,,,
25209744,12:19:50,12:20:11,M10,12,,,,
25209744,12:21:17,12:21:47,M11,13,,,,
25209744,12:22:33,12:22:55,M12,14,,,,
25209744,12:23:59,12:24:26,M29,15,,,,
25209744,12:25:46,12:26:16,M45,16,,,,
25209744,12:28:26,12:28:26,M46,17,,,,
25209746,20:30:00,20:30:00,M50,0,,,,
25209746,20:31:24,20:31:54,M44,1,,,,
25209746,20:33:45,20:34:07,M43,2,,,,
25209746,20:35:19,20:35:40,M01,3,,,,
25209746,20:36:54,20:37:16,M02,4,,,,
25209746,20:38:37,20:38:57,M03,5,,,,
25209746,20:40:21,20:40:47,M04,6,,,,
25209746,20:41:58,20:42:17,M05,7,,,,
25209746,20:43:44,20:44:04,M06,8,,,,
25209746,20:45:28,20:45:55,M07,9,,,,
25209746,20:47:05,20:47:26,M08,10,,,,
25209746,20:48:27,20:48:54,M09,11,,,,
25209746,20:49:50,20:50:11,M10,12,,,,
25209746,20:51:17,20:51:47,M11,13,,,,
25209746,20:52:33,20:52:55,M12,14,,,,
25209746,20:53:59,20:54:26,M29,15,,,,
25209746,20:55:46,20:56:16,M45,16,,,,
25209746,20:58:26,20:58:26,M46,17,,,,
25209748,22:30:00,22:30:00,M50,0,,,,
25209748,22:31:24,22:31:54,M44,1,,,,
25209748,22:33:45,22:34:07,M43,2,,,,
25209748,22:35:19,22:35:40,M01,3,,,,
25209748,22:36:54,22:37:16,M02,4,,,,
25209748,22:38:37,22:38:57,M03,5,,,,
25209748,22:40:21,22:40:47,M04,6,,,,
25209748,22:41:58,22:42:17,M05,7,,,,
25209748,22:43:44,22:44:04,M06,8,,,,
25209748,22:45:28,22:45:55,M07,9,,,,
25209748,22:47:05,22:47:26,M08,10,,,,
25209748,22:48:27,22:48:54,M09,11,,,,
25209748,22:49:50,22:50:11,M10,12,,,,
25209748,22:51:17,22:51:47,M11,13,,,,
25209748,22:52:33,22:52:55,M12,14,,,,
25209748,22:53:59,22:54:26,M29,15,,,,
25209748,22:55:46,22:56:16,M45,16,,,,
25209748,22:58:26,22:58:26,M46,17,,,,
25209750,06:30:00,06:30:00,M50,0,,,,
25209750,06:31:24,06:31:54,M44,1,,,,
25209750,06:33:45,06:34:07,M43,2,,,,
25209750,06:35:19,06:35:40,M01,3,,,,
25209750,06:36:54,06:37:16,M02,4,,,,
25209750,06:38:37,06:38:57,M03,5,,,,
25209750,06:40:21,06:40:47,M04,6,,,,
25209750,06:41:58,06:42:17,M05,7,,,,
25209750,06:43:44,06:44:04,M06,8,,,,
25209750,06:45:28,06:45:55,M07,9,,,,
25209750,06:47:05,06:47:26,M08,10,,,,
25209750,06:48:27,06:48:54,M09,11,,,,
25209750,06:49:50,06:50:11,M10,12,,,,
25209750,06:51:17,06:51:47,M11,13,,,,
25209750,06:52:33,06:52:55,M12,14,,,,
25209750,06:53:59,06:54:26,M29,15,,,,
25209750,06:55:46,06:56:16,M45,16,,,,
25209750,06:58:26,06:58:26,M46,17,,,,
25209752,12:00:00,12:00:00,M50,0,,,,
25209752,12:01:24,12:01:54,M44,1,,,,
25209752,12:03:45,12:04:07,M43,2,,,,
25209752,12:05:19,12:05:40,M01,3,,,,
25209752,12:06:54,12:07:16,M02,4,,,,
25209752,12:08:37,12:08:57,M03,5,,,,
25209752,12:10:21,12:10:47,M04,6,,,,
25209752,12:11:58,12:12:17,M05,7,,,,
25209752,12:13:44,12:14:04,M06,8,,,,
25209752,12:15:28,12:15:55,M07,9,,,,
25209752,12:17:05,12:17:26,M08,10,,,,
25209752,12:18:27,12:18:54,M09,11,,,,
25209752,12:19:50,12:20:11,M10,12,,,,
25209752,12:21:17,12:21:47,M11,13,,,,
25209752,12:22:33,12:22:55,M12,14,,,,
25209752,12:23:59,12:24:26,M29,15,,,,
25209752,12:25:46,12:26:16,M45,16,,,,
25209752,12:28:26,12:28:26,M46,17,,,,
25209754,20:30:00,20:30:00,M50,0,,,,
25209754,20:31:24,20:31:54,M44,1,,,,
25209754,20:33:45,20:34:07,M43,2,,,,
25209754,20:35:19,20:35:40,M01,3,,,,
25209754,20:36:54,20:37:16,M02,4,,,,
25209754,20:38:37,20:38:57,M03,5,,,,
25209754,20:40:21,20:40:47,M04,6,,,,
25209754,20:41:58,20:42:17,M05,7,,,,
25209754,20:43:44,20:44:04,M06,8,,,,
25209754,20:45:28,20:45:55,M07,9,,,,
25209754,20:47:05,20:47:26,M08,10,,,,
25209754,20:48:27,20:48:54,M09,11,,,,
25209754,20:49:50,20:50:11,M10,12,,,,
25209754,20:51:17,20:51:47,M11,13,,,,
25209754,20:52:33,20:52:55,M12,14,,,,
25209754,20:53:59,20:54:26,M29,15,,,,
25209754,20:55:46,20:56:16,M45,16,,,,
25209754,20:58:26,20:58:26,M46,17,,,,
25209756,22:30:00,22:30:00,M50,0,,,,
25209756,22:31:24,22:31:54,M44,1,,,,
25209756,22:33:45,22:34:07,M43,2,,,,
25209756,22:35:19,22:35:40,M01,3,,,,
25209756,22:36:54,22:37:16,M02,4,,,,
25209756,22:38:37,22:38:57,M03,5,,,,
25209756,22:40:21,22:40:47,M04,6,,,,
25209756,22:41:58,22:42:17,M05,7,,,,
25209756,22:43:44,22:44:04,M06,8,,,,
25209756,22:45:28,22:45:55,M07,9,,,,
25209756,22:47:05,22:47:26,M08,10,,,,
25209756,22:48:27,22:48:54,M09,11,,,,
25209756,22:49:50,22:50:11,M10,12,,,,
25209756,22:51:17,22:51:47,M11,13,,,,
25209756,22:52:33,22:52:55,M12,14,,,,
25209756,22:53:59,22:54:26,M29,15,,,,
25209756,22:55:46,22:56:16,M45,16,,,,
25209756,22:58:26,22:58:26,M46,17,,,,
25209741,22:30:00,22:30:00,M46,0,,,,
25209741,22:32:10,22:32:31,M45,1,,,,
25209741,22:33:52,22:34:20,M29,2,,,,
25209741,22:35:26,22:35:50,M12,3,,,,
25209741,22:36:36,22:36:56,M11,4,,,,
25209741,22:38:03,22:38:32,M10,5,,,,
25209741,22:39:29,22:39:51,M09,6,,,,
25209741,22:40:52,22:41:19,M08,7,,,,
25209741,22:42:33,22:42:55,M07,8,,,,
25209741,22:44:20,22:44:43,M06,9,,,,
25209741,22:46:06,22:46:27,M05,10,,,,
25209741,22:47:38,22:48:01,M04,11,,,,
25209741,22:49:27,22:49:52,M03,12,,,,
25209741,22:51:22,22:51:43,M02,13,,,,
25209741,22:52:57,22:53:18,M01,14,,,,
25209741,22:54:27,22:54:48,M43,15,,,,
25209741,22:56:41,22:57:21,M44,16,,,,
25209741,22:58:45,22:58:45,M50,17,,,,
25209739,21:30:00,21:30:00,M46,0,,,,
25209739,21:32:10,21:32:31,M45,1,,,,
25209739,21:33:52,21:34:20,M29,2,,,,
25209739,21:35:26,21:35:50,M12,3,,,,
25209739,21:36:36,21:36:56,M11,4,,,,
25209739,21:38:03,21:38:32,M10,5,,,,
25209739,21:39:29,21:39:51,M09,6,,,,
25209739,21:40:52,21:41:19,M08,7,,,,
25209739,21:42:33,21:42:55,M07,8,,,,
25209739,21:44:20,21:44:43,M06,9,,,,
25209739,21:46:06,21:46:27,M05,10,,,,
25209739,21:47:38,21:48:01,M04,11,,,,
25209739,21:49:27,21:49:52,M03,12,,,,
25209739,21:51:22,21:51:43,M02,13,,,,
25209739,21:52:57,21:53:18,M01,14,,,,
25209739,21:54:27,21:54:48,M43,15,,,,
25209739,21:56:41,21:57:21,M44,16,,,,
25209739,21:58:45,21:58:45,M50,17,,,,
25209737,21:00:00,21:00:00,M46,0,,,,
25209737,21:02:10,21:02:31,M45,1,,,,
25209737,21:03:52,21:04:20,M29,2,,,,
25209737,21:05:26,21:05:50,M12,3,,,,
25209737,21:06:36,21:06:56,M11,4,,,,
25209737,21:08:03,21:08:32,M10,5,,,,
25209737,21:09:29,21:09:51,M09,6,,,,
25209737,21:10:52,21:11:19,M08,7,,,,
25209737,21:12:33,21:12:55,M07,8,,,,
25209737,21:14:20,21:14:43,M06,9,,,,
25209737,21:16:06,21:16:27,M05,10,,,,
25209737,21:17:38,21:18:01,M04,11,,,,
25209737,21:19:27,21:19:52,M03,12,,,,
25209737,21:21:22,21:21:43,M02,13,,,,
25209737,21:22:57,21:23:18,M01,14,,,,
25209737,21:24:27,21:24:48,M43,15,,,,
25209737,21:26:41,21:27:21,M44,16,,,,
25209737,21:28:45,21:28:45,M50,17,,,,
25209735,20:30:00,20:30:00,M46,0,,,,
25209735,20:32:10,20:32:31,M45,1,,,,
25209735,20:33:52,20:34:20,M29,2,,,,
25209735,20:35:26,20:35:50,M12,3,,,,
25209735,20:36:36,20:36:56,M11,4,,,,
25209735,20:38:03,20:38:32,M10,5,,,,
25209735,20:39:29,20:39:51,M09,6,,,,
25209735,20:40:52,20:41:19,M08,7,,,,
25209735,20:42:33,20:42:55,M07,8,,,,
25209735,20:44:20,20:44:43,M06,9,,,,
25209735,20:46:06,20:46:27,M05,10,,,,
25209735,20:47:38,20:48:01,M04,11,,,,
25209735,20:49:27,20:49:52,M03,12,,,,
25209735,20:51:22,20:51:43,M02,13,,,,
25209735,20:52:57,20:53:18,M01,14,,,,
25209735,20:54:27,20:54:48,M43,15,,,,
25209735,20:56:41,20:57:21,M44,16,,,,
25209735,20:58:45,20:58:45,M50,17,,,,
25209733,20:00:00,20:00:00,M46,0,,,,
25209733,20:02:10,20:02:31,M45,1,,,,
25209733,20:03:52,20:04:20,M29,2,,,,
25209733,20:05:26,20:05:50,M12,3,,,,
25209733,20:06:36,20:06:56,M11,4,,,,
25209733,20:08:03,20:08:32,M10,5,,,,
25209733,20:09:29,20:09:51,M09,6,,,,
25209733,20:10:52,20:11:19,M08,7,,,,
25209733,20:12:33,20:12:55,M07,8,,,,
25209733,20:14:20,20:14:43,M06,9,,,,
25209733,20:16:06,20:16:27,M05,10,,,,
25209733,20:17:38,20:18:01,M04,11,,,,
25209733,20:19:27,20:19:52,M03,12,,,,
25209733,20:21:22,20:21:43,M02,13,,,,
25209733,20:22:57,20:23:18,M01,14,,,,
25209733,20:24:27,20:24:48,M43,15,,,,
25209733,20:26:41,20:27:21,M44,16,,,,
25209733,20:28:45,20:28:45,M50,17,,,,
25209731,19:30:00,19:30:00,M46,0,,,,
25209731,19:32:10,19:32:31,M45,1,,,,
25209731,19:33:52,19:34:20,M29,2,,,,
25209731,19:35:26,19:35:50,M12,3,,,,
25209731,19:36:36,19:36:56,M11,4,,,,
25209731,19:38:03,19:38:32,M10,5,,,,
25209731,19:39:29,19:39:51,M09,6,,,,
25209731,19:40:52,19:41:19,M08,7,,,,
25209731,19:42:33,19:42:55,M07,8,,,,
25209731,19:44:20,19:44:43,M06,9,,,,
25209731,19:46:06,19:46:27,M05,10,,,,
25209731,19:47:38,19:48:01,M04,11,,,,
25209731,19:49:27,19:49:52,M03,12,,,,
25209731,19:51:22,19:51:43,M02,13,,,,
25209731,19:52:57,19:53:18,M01,14,,,,
25209731,19:54:27,19:54:48,M43,15,,,,
25209731,19:56:41,19:57:21,M44,16,,,,
25209731,19:58:45,19:58:45,M50,17,,,,
25209729,16:30:00,16:30:00,M46,0,,,,
25209729,16:32:10,16:32:31,M45,1,,,,
25209729,16:33:52,16:34:20,M29,2,,,,
25209729,16:35:26,16:35:50,M12,3,,,,
25209729,16:36:36,16:36:56,M11,4,,,,
25209729,16:38:03,16:38:32,M10,5,,,,
25209729,16:39:29,16:39:51,M09,6,,,,
25209729,16:40:52,16:41:19,M08,7,,,,
25209729,16:42:33,16:42:55,M07,8,,,,
25209729,16:44:20,16:44:43,M06,9,,,,
25209729,16:46:06,16:46:27,M05,10,,,,
25209729,16:47:38,16:48:01,M04,11,,,,
25209729,16:49:27,16:49:52,M03,12,,,,
25209729,16:51:22,16:51:43,M02,13,,,,
25209729,16:52:57,16:53:18,M01,14,,,,
25209729,16:54:27,16:54:48,M43,15,,,,
25209729,16:56:41,16:57:21,M44,16,,,,
25209729,16:58:45,16:58:45,M50,17,,,,
25209727,10:00:00,10:00:00,M46,0,,,,
25209727,10:02:10,10:02:31,M45,1,,,,
25209727,10:03:52,10:04:20,M29,2,,,,
25209727,10:05:26,10:05:50,M12,3,,,,
25209727,10:06:36,10:06:56,M11,4,,,,
25209727,10:08:03,10:08:32,M10,5,,,,
25209727,10:09:29,10:09:51,M09,6,,,,
25209727,10:10:52,10:11:19,M08,7,,,,
25209727,10:12:33,10:12:55,M07,8,,,,
25209727,10:14:20,10:14:43,M06,9,,,,
25209727,10:16:06,10:16:27,M05,10,,,,
25209727,10:17:38,10:18:01,M04,11,,,,
25209727,10:19:27,10:19:52,M03,12,,,,
25209727,10:21:22,10:21:43,M02,13,,,,
25209727,10:22:57,10:23:18,M01,14,,,,
25209727,10:24:27,10:24:48,M43,15,,,,
25209727,10:26:41,10:27:21,M44,16,,,,
25209727,10:28:45,10:28:45,M50,17,,,,
25209725,09:30:00,09:30:00,M46,0,,,,
25209725,09:32:10,09:32:31,M45,1,,,,
25209725,09:33:52,09:34:20,M29,2,,,,
25209725,09:35:26,09:35:50,M12,3,,,,
25209725,09:36:36,09:36:56,M11,4,,,,
25209725,09:38:03,09:38:32,M10,5,,,,
25209725,09:39:29,09:39:51,M09,6,,,,
25209725,09:40:52,09:41:19,M08,7,,,,
25209725,09:42:33,09:42:55,M07,8,,,,
25209725,09:44:20,09:44:43,M06,9,,,,
25209725,09:46:06,09:46:27,M05,10,,,,
25209725,09:47:38,09:48:01,M04,11,,,,
25209725,09:49:27,09:49:52,M03,12,,,,
25209725,09:51:22,09:51:43,M02,13,,,,
25209725,09:52:57,09:53:18,M01,14,,,,
25209725,09:54:27,09:54:48,M43,15,,,,
25209725,09:56:41,09:57:21,M44,16,,,,
25209725,09:58:45,09:58:45,M50,17,,,,
25209723,07:30:00,07:30:00,M46,0,,,,
25209723,07:32:10,07:32:31,M45,1,,,,
25209723,07:33:52,07:34:20,M29,2,,,,
25209723,07:35:26,07:35:50,M12,3,,,,
25209723,07:36:36,07:36:56,M11,4,,,,
25209723,07:38:03,07:38:32,M10,5,,,,
25209723,07:39:29,07:39:51,M09,6,,,,
25209723,07:40:52,07:41:19,M08,7,,,,
25209723,07:42:33,07:42:55,M07,8,,,,
25209723,07:44:20,07:44:43,M06,9,,,,
25209723,07:46:06,07:46:27,M05,10,,,,
25209723,07:47:38,07:48:01,M04,11,,,,
25209723,07:49:27,07:49:52,M03,12,,,,
25209723,07:51:22,07:51:43,M02,13,,,,
25209723,07:52:57,07:53:18,M01,14,,,,
25209723,07:54:27,07:54:48,M43,15,,,,
25209723,07:56:41,07:57:21,M44,16,,,,
25209723,07:58:45,07:58:45,M50,17,,,,
25209721,07:00:00,07:00:00,M46,0,,,,
25209721,07:02:10,07:02:31,M45,1,,,,
25209721,07:03:52,07:04:20,M29,2,,,,
25209721,07:05:26,07:05:50,M12,3,,,,
25209721,07:06:36,07:06:56,M11,4,,,,
25209721,07:08:03,07:08:32,M10,5,,,,
25209721,07:09:29,07:09:51,M09,6,,,,
25209721,07:10:52,07:11:19,M08,7,,,,
25209721,07:12:33,07:12:55,M07,8,,,,
25209721,07:14:20,07:14:43,M06,9,,,,
25209721,07:16:06,07:16:27,M05,10,,,,
25209721,07:17:38,07:18:01,M04,11,,,,
25209721,07:19:27,07:19:52,M03,12,,,,
25209721,07:21:22,07:21:43,M02,13,,,,
25209721,07:22:57,07:23:18,M01,14,,,,
25209721,07:24:27,07:24:48,M43,15,,,,
25209721,07:26:41,07:27:21,M44,16,,,,
25209721,07:28:45,07:28:45,M50,17,,,,
25209719,06:30:00,06:30:00,M46,0,,,,
25209719,06:32:10,06:32:31,M45,1,,,,
25209719,06:33:52,06:34:20,M29,2,,,,
25209719,06:35:26,06:35:50,M12,3,,,,
25209719,06:36:36,06:36:56,M11,4,,,,
25209719,06:38:03,06:38:32,M10,5,,,,
25209719,06:39:29,06:39:51,M09,6,,,,
25209719,06:40:52,06:41:19,M08,7,,,,
25209719,06:42:33,06:42:55,M07,8,,,,
25209719,06:44:20,06:44:43,M06,9,,,,
25209719,06:46:06,06:46:27,M05,10,,,,
25209719,06:47:38,06:48:01,M04,11,,,,
25209719,06:49:27,06:49:52,M03,12,,,,
25209719,06:51:22,06:51:43,M02,13,,,,
25209719,06:52:57,06:53:18,M01,14,,,,
25209719,06:54:27,06:54:48,M43,15,,,,
25209719,06:56:41,06:57:21,M44,16,,,,
25209719,06:58:45,06:58:45,M50,17,,,,
25209745,12:00:00,12:00:00,M46,0,,,,
25209745,12:02:10,12:02:31,M45,1,,,,
25209745,12:03:52,12:04:20,M29,2,,,,
25209745,12:05:26,12:05:50,M12,3,,,,
25209745,12:06:36,12:06:56,M11,4,,,,
25209745,12:08:03,12:08:32,M10,5,,,,
25209745,12:09:29,12:09:51,M09,6,,,,
25209745,12:10:52,12:11:19,M08,7,,,,
25209745,12:12:33,12:12:55,M07,8,,,,
25209745,12:14:20,12:14:43,M06,9,,,,
25209745,12:16:06,12:16:27,M05,10,,,,
25209745,12:17:38,12:18:01,M04,11,,,,
25209745,12:19:27,12:19:52,M03,12,,,,
25209745,12:21:22,12:21:43,M02,13,,,,
25209745,12:22:57,12:23:18,M01,14,,,,
25209745,12:24:27,12:24:48,M43,15,,,,
25209745,12:26:41,12:27:21,M44,16,,,,
25209745,12:28:45,12:28:45,M50,17,,,,
25209743,06:30:00,06:30:00,M46,0,,,,
25209743,06:32:10,06:32:31,M45,1,,,,
25209743,06:33:52,06:34:20,M29,2,,,,
25209743,06:35:26,06:35:50,M12,3,,,,
25209743,06:36:36,06:36:56,M11,4,,,,
25209743,06:38:03,06:38:32,M10,5,,,,
25209743,06:39:29,06:39:51,M09,6,,,,
25209743,06:40:52,06:41:19,M08,7,,,,
25209743,06:42:33,06:42:55,M07,8,,,,
25209743,06:44:20,06:44:43,M06,9,,,,
25209743,06:46:06,06:46:27,M05,10,,,,
25209743,06:47:38,06:48:01,M04,11,,,,
25209743,06:49:27,06:49:52,M03,12,,,,
25209743,06:51:22,06:51:43,M02,13,,,,
25209743,06:52:57,06:53:18,M01,14,,,,
25209743,06:54:27,06:54:48,M43,15,,,,
25209743,06:56:41,06:57:21,M44,16,,,,
25209743,06:58:45,06:58:45,M50,17,,,,
25209749,22:30:00,22:30:00,M46,0,,,,
25209749,22:32:10,22:32:31,M45,1,,,,
25209749,22:33:52,22:34:20,M29,2,,,,
25209749,22:35:26,22:35:50,M12,3,,,,
25209749,22:36:36,22:36:56,M11,4,,,,
25209749,22:38:03,22:38:32,M10,5,,,,
25209749,22:39:29,22:39:51,M09,6,,,,
25209749,22:40:52,22:41:19,M08,7,,,,
25209749,22:42:33,22:42:55,M07,8,,,,
25209749,22:44:20,22:44:43,M06,9,,,,
25209749,22:46:06,22:46:27,M05,10,,,,
25209749,22:47:38,22:48:01,M04,11,,,,
25209749,22:49:27,22:49:52,M03,12,,,,
25209749,22:51:22,22:51:43,M02,13,,,,
25209749,22:52:57,22:53:18,M01,14,,,,
25209749,22:54:27,22:54:48,M43,15,,,,
25209749,22:56:41,22:57:21,M44,16,,,,
25209749,22:58:45,22:58:45,M50,17,,,,
25209747,20:30:00,20:30:00,M46,0,,,,
25209747,20:32:10,20:32:31,M45,1,,,,
25209747,20:33:52,20:34:20,M29,2,,,,
25209747,20:35:26,20:35:50,M12,3,,,,
25209747,20:36:36,20:36:56,M11,4,,,,
25209747,20:38:03,20:38:32,M10,5,,,,
25209747,20:39:29,20:39:51,M09,6,,,,
25209747,20:40:52,20:41:19,M08,7,,,,
25209747,20:42:33,20:42:55,M07,8,,,,
25209747,20:44:20,20:44:43,M06,9,,,,
25209747,20:46:06,20:46:27,M05,10,,,,
25209747,20:47:38,20:48:01,M04,11,,,,
25209747,20:49:27,20:49:52,M03,12,,,,
25209747,20:51:22,20:51:43,M02,13,,,,
25209747,20:52:57,20:53:18,M01,14,,,,
25209747,20:54:27,20:54:48,M43,15,,,,
25209747,20:56:41,20:57:21,M44,16,,,,
25209747,20:58:45,20:58:45,M50,17,,,,
25209753,12:00:00,12:00:00,M46,0,,,,
25209753,12:02:10,12:02:31,M45,1,,,,
25209753,12:03:52,12:04:20,M29,2,,,,
25209753,12:05:26,12:05:50,M12,3,,,,
25209753,12:06:36,12:06:56,M11,4,,,,
25209753,12:08:03,12:08:32,M10,5,,,,
25209753,12:09:29,12:09:51,M09,6,,,,
25209753,12:10:52,12:11:19,M08,7,,,,
25209753,12:12:33,12:12:55,M07,8,,,,
25209753,12:14:20,12:14:43,M06,9,,,,
25209753,12:16:06,12:16:27,M05,10,,,,
25209753,12:17:38,12:18:01,M04,11,,,,
25209753,12:19:27,12:19:52,M03,12,,,,
25209753,12:21:22,12:21:43,M02,13,,,,
25209753,12:22:57,12:23:18,M01,14,,,,
25209753,12:24:27,12:24:48,M43,15,,,,
25209753,12:26:41,12:27:21,M44,16,,,,
25209753,12:28:45,12:28:45,M50,17,,,,
25209751,06:30:00,06:30:00,M46,0,,,,
25209751,06:32:10,06:32:31,M45,1,,,,
25209751,06:33:52,06:34:20,M29,2,,,,
25209751,06:35:26,06:35:50,M12,3,,,,
25209751,06:36:36,06:36:56,M11,4,,,,
25209751,06:38:03,06:38:32,M10,5,,,,
25209751,06:39:29,06:39:51,M09,6,,,,
25209751,06:40:52,06:41:19,M08,7,,,,
25209751,06:42:33,06:42:55,M07,8,,,,
25209751,06:44:20,06:44:43,M06,9,,,,
25209751,06:46:06,06:46:27,M05,10,,,,
25209751,06:47:38,06:48:01,M04,11,,,,
25209751,06:49:27,06:49:52,M03,12,,,,
25209751,06:51:22,06:51:43,M02,13,,,,
25209751,06:52:57,06:53:18,M01,14,,,,
25209751,06:54:27,06:54:48,M43,15,,,,
25209751,06:56:41,06:57:21,M44,16,,,,
25209751,06:58:45,06:58:45,M50,17,,,,
25209757,22:30:00,22:30:00,M46,0,,,,
25209757,22:32:10,22:32:31,M45,1,,,,
25209757,22:33:52,22:34:20,M29,2,,,,
25209757,22:35:26,22:35:50,M12,3,,,,
25209757,22:36:36,22:36:56,M11,4,,,,
25209757,22:38:03,22:38:32,M10,5,,,,
25209757,22:39:29,22:39:51,M09,6,,,,
25209757,22:40:52,22:41:19,M08,7,,,,
25209757,22:42:33,22:42:55,M07,8,,,,
25209757,22:44:20,22:44:43,M06,9,,,,
25209757,22:46:06,22:46:27,M05,10,,,,
25209757,22:47:38,22:48:01,M04,11,,,,
25209757,22:49:27,22:49:52,M03,12,,,,
25209757,22:51:22,22:51:43,M02,13,,,,
25209757,22:52:57,22:53:18,M01,14,,,,
25209757,22:54:27,22:54:48,M43,15,,,,
25209757,22:56:41,22:57:21,M44,16,,,,
25209757,22:58:45,22:58:45,M50,17,,,,
25209755,20:30:00,20:30:00,M46,0,,,,
25209755,20:32:10,20:32:31,M45,1,,,,
25209755,20:33:52,20:34:20,M29,2,,,,
25209755,20:35:26,20:35:50,M12,3,,,,
25209755,20:36:36,20:36:56,M11,4,,,,
25209755,20:38:03,20:38:32,M10,5,,,,
25209755,20:39:29,20:39:51,M09,6,,,,
25209755,20:40:52,20:41:19,M08,7,,,,
25209755,20:42:33,20:42:55,M07,8,,,,
25209755,20:44:20,20:44:43,M06,9,,,,
25209755,20:46:06,20:46:27,M05,10,,,,
25209755,20:47:38,20:48:01,M04,11,,,,
25209755,20:49:27,20:49:52,M03,12,,,,
25209755,20:51:22,20:51:43,M02,13,,,,
25209755,20:52:57,20:53:18,M01,14,,,,
25209755,20:54:27,20:54:48,M43,15,,,,
25209755,20:56:41,20:57:21,M44,16,,,,
25209755,20:58:45,20:58:45,M50,17,,,,
25209784,06:30:00,06:30:00,M08,0,,,,
25209784,06:31:27,06:31:52,M17,1,,,,
25209784,06:33:27,06:33:52,M23,2,,,,
25209784,06:35:16,06:35:41,M31,3,,,,
25209784,06:37:07,06:37:31,M32,4,,,,
25209784,06:38:54,06:39:18,M33,5,,,,
25209784,06:40:25,06:40:49,M34,6,,,,
25209784,06:41:54,06:42:18,M35,7,,,,
25209784,06:43:38,06:44:03,M36,8,,,,
25209784,06:45:35,06:45:59,M47,9,,,,
25209784,06:47:43,06:48:07,M48,10,,,,
25209784,06:50:07,06:50:47,M49,11,,,,
25209786,07:15:00,07:15:00,M08,0,,,,
25209786,07:16:27,07:16:52,M17,1,,,,
25209786,07:18:27,07:18:52,M23,2,,,,
25209786,07:20:16,07:20:41,M31,3,,,,
25209786,07:22:07,07:22:31,M32,4,,,,
25209786,07:23:54,07:24:18,M33,5,,,,
25209786,07:25:25,07:25:49,M34,6,,,,
25209786,07:26:54,07:27:18,M35,7,,,,
25209786,07:28:38,07:29:03,M36,8,,,,
25209786,07:30:35,07:30:59,M47,9,,,,
25209786,07:32:43,07:33:07,M48,10,,,,
25209786,07:35:07,07:35:47,M49,11,,,,
25209788,09:45:00,09:45:00,M08,0,,,,
25209788,09:46:27,09:46:52,M17,1,,,,
25209788,09:48:27,09:48:52,M23,2,,,,
25209788,09:50:16,09:50:41,M31,3,,,,
25209788,09:52:07,09:52:31,M32,4,,,,
25209788,09:53:54,09:54:18,M33,5,,,,
25209788,09:55:25,09:55:49,M34,6,,,,
25209788,09:56:54,09:57:18,M35,7,,,,
25209788,09:58:38,09:59:03,M36,8,,,,
25209788,10:00:35,10:00:59,M47,9,,,,
25209788,10:02:43,10:03:07,M48,10,,,,
25209788,10:05:07,10:05:47,M49,11,,,,
25209790,16:30:00,16:30:00,M08,0,,,,
25209790,16:31:27,16:31:52,M17,1,,,,
25209790,16:33:27,16:33:52,M23,2,,,,
25209790,16:35:16,16:35:41,M31,3,,,,
25209790,16:37:07,16:37:31,M32,4,,,,
25209790,16:38:54,16:39:18,M33,5,,,,
25209790,16:40:25,16:40:49,M34,6,,,,
25209790,16:41:54,16:42:18,M35,7,,,,
25209790,16:43:38,16:44:03,M36,8,,,,
25209790,16:45:35,16:45:59,M47,9,,,,
25209790,16:47:43,16:48:07,M48,10,,,,
25209790,16:50:07,16:50:47,M49,11,,,,
25209792,19:30:00,19:30:00,M08,0,,,,
25209792,19:31:27,19:31:52,M17,1,,,,
25209792,19:33:27,19:33:52,M23,2,,,,
25209792,19:35:16,19:35:41,M31,3,,,,
25209792,19:37:07,19:37:31,M32,4,,,,
25209792,19:38:54,19:39:18,M33,5,,,,
