shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
176381,38.711876,-9.214167,8,
176381,38.715797,-9.214703,9,
176381,38.716945,-9.212807,10,
176381,38.717461,-9.209535,11,
176381,38.714452,-9.204562,12,
176381,38.713611,-9.203659,13,
176381,38.712098,-9.201783,14,
176381,38.712093,-9.199184,15,
176381,38.713717,-9.198483,16,
176381,38.713933,-9.196977,17,
176381,38.717839,-9.199307,18,
176381,38.72208,-9.196783,19,
176381,38.723966,-9.193623,20,
176381,38.723391,-9.187149,21,
176381,38.719873,-9.185344,22,
176381,38.723133,-9.181984,23,
176381,38.723303,-9.165632,24,
176381,38.724091,-9.160724,25,
176381,38.724903,-9.154848,26,
176381,38.724659,-9.150856,27,
176408,38.726623,-9.14952,1,
176408,38.729131,-9.149321,2,
176408,38.731809,-9.151616,3,
176408,38.734589,-9.154005,4,
176408,38.73671,-9.155804,5,
176408,38.738089,-9.159846,6,
176408,38.738336,-9.161962,7,
176408,38.738837,-9.164612,8,
176408,38.740566,-9.167409,9,
176408,38.741989,-9.169768,10,
176408,38.742583,-9.172662,11,
176408,38.743614,-9.175524,12,
176408,38.744557,-9.17914,13,
176408,38.745703,-9.181725,14,
176408,38.746809,-9.184617,15,
176408,38.747272,-9.188895,16,
176408,38.748946,-9.191185,17,
176408,38.75014,-9.195589,18,
176408,38.750693,-9.198647,19,
176408,38.750776,-9.201746,20,
176408,38.75199,-9.205249,21,
176408,38.753414,-9.208499,22,
176408,38.750509,-9.21305,23,
176408,38.748632,-9.216522,24,
176408,38.748626,-9.216521,25,
176410,38.767757,-9.099971,1,
176410,38.766573,-9.104376,2,
176410,38.763444,-9.104088,3,
176410,38.759929,-9.103673,4,
176410,38.756106,-9.104174,5,
176410,38.757513,-9.108831,6,
176410,38.759038,-9.113407,7,
176410,38.76015,-9.117103,8,
176410,38.761704,-9.12209,9,
176410,38.762481,-9.130372,10,
176410,38.759463,-9.137137,11,
176410,38.758137,-9.141655,12,
176410,38.756243,-9.147192,13,
176410,38.75584,-9.151558,14,
176410,38.759731,-9.155829,15,
176410,38.757868,-9.162878,16,
176410,38.75742,-9.167362,17,
176410,38.757783,-9.17572,18,
176410,38.757173,-9.180012,19,
176410,38.75405,-9.186036,20,
176410,38.752011,-9.187919,21,
176410,38.749162,-9.19047,22,
176410,38.75014,-9.195589,23,
176410,38.749293,-9.19767,24,
176410,38.747781,-9.197821,25,
176410,38.745013,-9.198958,26,
176410,38.745259,-9.202972,27,
176410,38.743823,-9.205766,28,
176410,38.741619,-9.202895,29,
176410,38.736466,-9.205918,30,
176410,38.733622,-9.207665,31,
176410,38.728043,-9.209359,32,
176410,38.727522,-9.212151,33,
176410,38.713332,-9.225254,34,
176410,38.711082,-9.22619,35,
176410,38.7077,-9.225723,36,
176410,38.705725,-9.226824,37,
176410,38.703206,-9.227356,38,
176410,38.701126,-9.22801,39,
176410,38.698568,-9.227241,40,
176415,38.715833,-9.235655,1,
176415,38.714856,-9.231514,2,
176415,38.714636,-9.229225,3,
176415,38.714145,-9.22722,4,
176415,38.713332,-9.225254,5,
176415,38.711082,-9.22619,6,
176415,38.7077,-9.225723,7,
176415,38.705725,-9.226824,8,
176415,38.703206,-9.227356,9,
176415,38.701126,-9.22801,10,
176415,38.698495,-9.227593,11,
176415,38.699363,-9.22494,12,
176415,38.700882,-9.221304,13,
176415,38.701402,-9.216784,14,
176415,38.699615,-9.213664,15,
176415,38.700369,-9.209987,16,
176415,38.699795,-9.205912,17,
176415,38.697252,-9.20367,18,
176415,38.697127,-9.200734,19,
176415,38.697367,-9.194168,20,
176415,38.697994,-9.190554,21,
176415,38.698587,-9.187398,22,
176415,38.700037,-9.183655,23,
176415,38.703077,-9.179822,24,
176415,38.705394,-9.17631,25,
176415,38.707255,-9.173535,26,
176415,38.713106,-9.175394,27,
176415,38.715875,-9.175511,28,
176415,38.719371,-9.17479,29,
176415,38.723011,-9.17479,30,
176415,38.731236,-9.168603,31,
176417,38.715833,-9.235655,1,
176417,38.714856,-9.231514,2,
176417,38.714636,-9.229225,3,
176417,38.714145,-9.22722,4,
176417,38.713332,-9.225254,5,
176417,38.711082,-9.22619,6,
176417,38.7077,-9.225723,7,
176417,38.705725,-9.226824,8,
176417,38.703206,-9.227356,9,
176417,38.701126,-9.22801,10,
176417,38.698495,-9.227593,11,
176417,38.699363,-9.22494,12,
176417,38.700882,-9.221304,13,
176417,38.701402,-9.216784,14,
176417,38.699615,-9.213664,15,
176417,38.700369,-9.209987,16,
176417,38.699795,-9.205912,17,
176417,38.697252,-9.20367,18,
176417,38.697127,-9.200734,19,
176417,38.697367,-9.194168,20,
176417,38.697994,-9.190554,21,
176417,38.698587,-9.187398,22,
176417,38.700037,-9.183655,23,
176417,38.703077,-9.179822,24,
176417,38.705394,-9.17631,25,
176417,38.707255,-9.173535,26,
176418,38.697252,-9.20367,1,
176418,38.697127,-9.200734,2,
176418,38.697367,-9.194168,3,
176418,38.697994,-9.190554,4,
176418,38.698587,-9.187398,5,
176418,38.700037,-9.183655,6,
176418,38.703077,-9.179822,7,
176418,38.705394,-9.17631,8,
176418,38.707255,-9.173535,9,
176418,38.713106,-9.175394,10,
176418,38.715875,-9.175511,11,
176418,38.719371,-9.17479,12,
176418,38.723011,-9.17479,13,
176418,38.731236,-9.168603,14,
176419,38.738985,-9.123397,1,
176419,38.738069,-9.123407,2,
176419,38.738278,-9.124769,3,
176419,38.739238,-9.126246,4,
176419,38.741537,-9.128412,5,
176419,38.74229,-9.131905,6,
176419,38.742369,-9.134479,7,
176419,38.742512,-9.136343,8,
176419,38.742432,-9.140459,9,
176419,38.741788,-9.144241,10,
176419,38.741249,-9.147937,11,
176419,38.739811,-9.151656,12,
176419,38.738738,-9.154039,13,
176419,38.737895,-9.158431,14,
176419,38.7361618728645,-9.16067789643697,15,
176419,38.732257,-9.164879,16,
176419,38.729987,-9.168242,17,
176419,38.723469,-9.174898,18,
176419,38.718668,-9.175047,19,
176419,38.715921,-9.175805,20,
176419,38.712414,-9.175463,21,
176419,38.7081,-9.173737,22,
176419,38.706209,-9.175557,23,
176419,38.70538,-9.176544,24,
176419,38.701991,-9.181041,25,
176419,38.700004,-9.183431,26,
176420,38.742369,-9.134479,1,
176420,38.742512,-9.136343,2,
176420,38.742432,-9.140459,3,
176420,38.741788,-9.144241,4,
176420,38.741249,-9.147937,5,
176420,38.739811,-9.151656,6,
176420,38.738738,-9.154039,7,
176420,38.737895,-9.158431,8,
176420,38.7361618728645,-9.16067789643697,9,
176420,38.732257,-9.164879,10,
176420,38.729987,-9.168242,11,
176420,38.723469,-9.174898,12,
176420,38.718668,-9.175047,13,
176420,38.715921,-9.175805,14,
176420,38.712414,-9.175463,15,
176420,38.7081,-9.173737,16,
176420,38.706209,-9.175557,17,
176420,38.70538,-9.176544,18,
176420,38.701991,-9.181041,19,
176420,38.700004,-9.183431,20,
176421,38.700004,-9.183431,1,
176421,38.703077,-9.179822,2,
176421,38.705394,-9.17631,3,
176421,38.707255,-9.173535,4,
176421,38.713106,-9.175394,5,
176421,38.715875,-9.175511,6,
176421,38.719371,-9.17479,7,
176421,38.723011,-9.17479,8,
176421,38.729955,-9.166091,9,
176421,38.732249,-9.164514,10,
176421,38.7361832034369,-9.160290587981,11,
176421,38.737789,-9.155548,12,
176421,38.739537,-9.151723,13,
176421,38.741123,-9.147261,14,
176421,38.741533,-9.144214,15,
176421,38.742207,-9.140354,16,
176421,38.742369,-9.137569,17,
176421,38.742141,-9.134454,18,
176421,38.741885,-9.131944,19,
176421,38.741418,-9.129419,20,
176421,38.738351,-9.127251,21,
176421,38.738481,-9.125346,22,
176421,38.738985,-9.123397,23,
176438,38.7504416565551,-9.22181220110999,1,
176438,38.7489453816864,-9.21838138086855,2,
176438,38.746835,-9.216218,3,
176438,38.748133,-9.21519,4,
176438,38.749626,-9.212734,5,
176438,38.752708,-9.208781,6,
176438,38.752877,-9.206187,7,
176438,38.753872,-9.206071,8,
176438,38.756304,-9.203952,9,
176438,38.756731,-9.201134,10,
176438,38.755788,-9.19982,11,
176438,38.754205,-9.197771,12,
176438,38.752866,-9.196814,13,
176438,38.751435,-9.19749,14,
176438,38.749738,-9.194272,15,
176438,38.748546,-9.191213,16,
176438,38.752893,-9.188177,17,
176438,38.757273,-9.185411,18,
176438,38.759825,-9.185002,19,
176438,38.76002,-9.182754,20,
176438,38.759763,-9.17964,21,
176438,38.760016,-9.177713,22,
176438,38.760013,-9.174406,23,
176438,38.76047,-9.169226,24,
176438,38.760519,-9.167267,25,
176438,38.761576,-9.165079,26,
176438,38.760371,-9.158243,27,
176438,38.760336,-9.157125,28,
176438,38.757791,-9.155399,29,
176438,38.754616,-9.151889,30,
176438,38.755942,-9.145635,31,
176438,38.754051,-9.14464,32,
176438,38.752082,-9.143613,33,
176438,38.750001,-9.142509,34,
176438,38.747428,-9.141082,35,
176438,38.744546,-9.139511,36,
176438,38.740323,-9.137448,37,
176438,38.738221,-9.139942,38,
176438,38.734584,-9.141578,39,
176438,38.732123,-9.141056,40,
176438,38.729467,-9.140491,41,
176438,38.725576,-9.140756,42,
176438,38.722912,-9.140334,43,
176438,38.722244,-9.139893,44,
176439,38.7504416565551,-9.22181220110999,1,
176439,38.7489453816864,-9.21838138086855,2,
176439,38.746835,-9.216218,3,
176439,38.748133,-9.21519,4,
176439,38.749626,-9.212734,5,
176439,38.752708,-9.208781,6,
176439,38.752877,-9.206187,7,
176439,38.753872,-9.206071,8,
176439,38.756304,-9.203952,9,
176439,38.756731,-9.201134,10,
176439,38.755788,-9.19982,11,
176439,38.754205,-9.197771,12,
176439,38.752866,-9.196814,13,
176439,38.751435,-9.19749,14,
176439,38.749738,-9.194272,15,
176439,38.748546,-9.191213,16,
176439,38.752893,-9.188177,17,
176439,38.757273,-9.185411,18,
176439,38.759825,-9.185002,19,
176439,38.76002,-9.182754,20,
176439,38.759763,-9.17964,21,
176439,38.760016,-9.177713,22,
176439,38.760013,-9.174406,23,
176439,38.76047,-9.169226,24,
176439,38.760519,-9.167267,25,
176439,38.761576,-9.165079,26,
176439,38.760371,-9.158243,27,
176439,38.760782,-9.1582,28,
176447,38.790213,-9.124354,1,
176447,38.788306,-9.123888,2,
176447,38.786098,-9.12392,3,
176447,38.783924,-9.124792,4,
176447,38.780902,-9.120093,5,
176447,38.779131,-9.120172,6,
176447,38.7763,-9.11801,7,
176447,38.773574,-9.118671,8,
176447,38.771084,-9.121878,9,
176447,38.769616,-9.123139,10,
176447,38.770196,-9.127342,11,
176447,38.768962,-9.127978,12,
176447,38.762363,-9.130498,13,
176447,38.759463,-9.137137,14,
176447,38.758137,-9.141655,15,
176447,38.756315,-9.146929,16,
176447,38.753913,-9.152563,17,
176447,38.752125,-9.151248,18,
176447,38.748985,-9.149486,19,
176447,38.747207,-9.14842,20,
176447,38.745169,-9.147953,21,
176447,38.741701,-9.146947,22,
176447,38.738267,-9.146059,23,
176447,38.733625,-9.145091,24,
176447,38.730371,-9.147066,25,
176447,38.72861,-9.148146,26,
176447,38.726623,-9.149521,27,
176447,38.720248,-9.145721,28,
176447,38.715631,-9.141918,29,
176447,38.714037,-9.139885,30,
176447,38.710847,-9.138716,31,
176447,38.708497,-9.133432,32,
183490,38.713393,-9.137256,1,
183490,38.7081,-9.137099,2,
183490,38.707304,-9.141979,3,
183490,38.707717,-9.144146,4,
183490,38.708504,-9.146688,5,
183490,38.708814,-9.151308,6,
183490,38.707843,-9.153649,7,
183490,38.706793,-9.15566,8,
183490,38.706707,-9.157859,9,
183490,38.707704,-9.159671,10,
183490,38.707337,-9.161314,11,
183490,38.709706,-9.162437,12,
183490,38.71057,-9.16169,13,
183490,38.71212,-9.160362,14,
183490,38.713735,-9.16023,15,
183490,38.714509,-9.162113,16,
183490,38.715105,-9.163034,17,
183490,38.715461,-9.164532,18,
183490,38.714973,-9.166431,19,
183490,38.714282,-9.169519,20,
183491,38.706781,-9.144748,1,
183491,38.708504,-9.146688,2,
183491,38.708814,-9.151308,3,
183491,38.707843,-9.153649,4,
183491,38.706793,-9.15566,5,
183491,38.706707,-9.157859,6,
183491,38.707704,-9.159671,7,
183491,38.707337,-9.161314,8,
183491,38.709706,-9.162437,9,
183491,38.71057,-9.16169,10,
183491,38.71212,-9.160362,11,
183491,38.713735,-9.16023,12,
183491,38.714509,-9.162113,13,
183491,38.715105,-9.163034,14,
183491,38.715461,-9.164532,15,
183491,38.714973,-9.166431,16,
183491,38.714282,-9.169519,17,
183492,38.714282,-9.169519,1,
183492,38.714841,-9.166506,2,
183492,38.715321,-9.164602,3,
183492,38.714962,-9.16304,4,
183492,38.714089,-9.161715,5,
183492,38.713627,-9.160065,6,
183492,38.712681,-9.160224,7,
183492,38.711322,-9.160938,8,
183492,38.710054,-9.162462,9,
183492,38.708923,-9.161921,10,
183492,38.707269,-9.161405,11,
183492,38.707888,-9.159091,12,
183492,38.706951,-9.158194,13,
183492,38.706648,-9.155753,14,
183492,38.707781,-9.153551,15,
183492,38.70862,-9.151762,16,
183492,38.708449,-9.147047,17,
183492,38.707773,-9.144589,18,
183492,38.70699,-9.142206,19,
183492,38.708246,-9.136478,20,
183492,38.713393,-9.137256,21,
183493,38.714282,-9.169519,1,
183493,38.714841,-9.166506,2,
183493,38.715321,-9.164602,3,
183493,38.714962,-9.16304,4,
183493,38.714089,-9.161715,5,
183493,38.713627,-9.160065,6,
183493,38.712681,-9.160224,7,
183493,38.711322,-9.160938,8,
183493,38.710054,-9.162462,9,
183493,38.708923,-9.161921,10,
183493,38.707269,-9.161405,11,
183493,38.707888,-9.159091,12,
183493,38.706951,-9.158194,13,
183493,38.706648,-9.155753,14,
183493,38.707781,-9.153551,15,
183493,38.70862,-9.151762,16,
183493,38.708449,-9.147047,17,
183493,38.707773,-9.144589,18,
183493,38.706781,-9.144748,19,
183496,38.714831,-9.137615,1,
183496,38.716036,-9.13571,2,
183496,38.7192,-9.135564,3,
183496,38.72213,-9.135264,4,
183496,38.725575,-9.134932,5,
183496,38.729077,-9.134567,6,
183496,38.732666,-9.134208,7,
183496,38.736947,-9.13372,8,
183496,38.740196,-9.133433,9,
183496,38.743412,-9.132416,10,
183496,38.745694,-9.131128,11,
183496,38.7496,-9.13075,12,
183496,38.7526,-9.13046,13,
183496,38.755087,-9.130205,14,
183496,38.757914,-9.129931,15,
183496,38.76237,-9.129454,16,
183496,38.761222,-9.121942,17,
183496,38.759756,-9.116771,18,
183496,38.758756,-9.113436,19,
183496,38.760349,-9.111672,20,
183496,38.763031,-9.114068,21,
183496,38.76494,-9.116061,22,
183496,38.765938,-9.113019,23,
183496,38.765188,-9.110919,24,
183496,38.765286,-9.109616,25,
183496,38.767445,-9.110039,26,
183496,38.76769,-9.105841,27,
183496,38.768475,-9.098836,28,
183496,38.771557,-9.097346,29,
183496,38.7745,-9.097095,30,
183496,38.776134,-9.094969,31,
183496,38.778753,-9.095246,32,
183496,38.78067,-9.09643,33,
183496,38.78218,-9.095391,34,
183496,38.783173,-9.094082,35,
183496,38.78597,-9.09648,36,
183496,38.78825,-9.09796,37,
183496,38.788751,-9.099537,38,
183496,38.79164,-9.099204,39,
183496,38.793773,-9.097544,40,
183497,38.734426,-9.135079,1,
183497,38.736947,-9.13372,2,
183497,38.740196,-9.133433,3,
183497,38.743412,-9.132416,4,
183497,38.745694,-9.131128,5,
183497,38.7496,-9.13075,6,
183497,38.7526,-9.13046,7,
183497,38.755087,-9.130205,8,
183497,38.757914,-9.129931,9,
183497,38.76237,-9.129454,10,
183497,38.761222,-9.121942,11,
183497,38.759756,-9.116771,12,
183497,38.758756,-9.113436,13,
183497,38.760349,-9.111672,14,
183497,38.763031,-9.114068,15,
183497,38.76494,-9.116061,16,
183497,38.765938,-9.113019,17,
183497,38.765188,-9.110919,18,
183497,38.765286,-9.109616,19,
183497,38.767445,-9.110039,20,
183497,38.76769,-9.105841,21,
183497,38.768475,-9.098836,22,
183497,38.771557,-9.097346,23,
183497,38.7745,-9.097095,24,
183497,38.776134,-9.094969,25,
183497,38.778753,-9.095246,26,
183497,38.78067,-9.09643,27,
183497,38.78218,-9.095391,28,
183497,38.783173,-9.094082,29,
183497,38.78597,-9.09648,30,
183497,38.78825,-9.09796,31,
183497,38.788751,-9.099537,32,
183497,38.79164,-9.099204,33,
183497,38.793773,-9.097544,34,
183498,38.768475,-9.098836,1,
183498,38.771557,-9.097346,2,
183498,38.7745,-9.097095,3,
183498,38.776134,-9.094969,4,
183498,38.778753,-9.095246,5,
183498,38.78067,-9.09643,6,
183498,38.78218,-9.095391,7,
183498,38.783173,-9.094082,8,
183498,38.78597,-9.09648,9,
183498,38.78825,-9.09796,10,
183498,38.788751,-9.099537,11,
183498,38.79164,-9.099204,12,
183498,38.793773,-9.097544,13,
183499,38.79348,-9.09777,1,
183499,38.792078,-9.099371,2,
183499,38.788861,-9.09822,3,
183499,38.78585,-9.096799,4,
183499,38.783205,-9.095128,5,
183499,38.782218,-9.095744,6,
183499,38.7806,-9.096488,7,
183499,38.77871,-9.095356,8,
183499,38.776025,-9.095104,9,
183499,38.774377,-9.097532,10,
183499,38.771328,-9.097768,11,
183499,38.767173,-9.099085,12,
183499,38.767814,-9.10607,13,
183499,38.76811,-9.109065,14,
183499,38.766947,-9.110173,15,
183499,38.764899,-9.109781,16,
183499,38.765475,-9.110893,17,
183499,38.765779,-9.11335,18,
183499,38.76501,-9.116218,19,
183499,38.762169,-9.116615,20,
183499,38.76151,-9.113989,21,
183499,38.760471,-9.111998,22,
183499,38.759038,-9.113407,23,
183499,38.76015,-9.117103,24,
183499,38.76162,-9.121818,25,
183499,38.762109,-9.129801,26,
183499,38.758253,-9.130187,27,
183499,38.753794,-9.130617,28,
183499,38.7519,-9.130818,29,
183499,38.747994,-9.131192,30,
183499,38.7452,-9.131551,31,
183499,38.743292,-9.132833,32,
183499,38.740514,-9.133637,33,
183499,38.736944,-9.133994,34,
183499,38.734426,-9.135079,35,
183502,38.736753,-9.136329,1,
183502,38.738221,-9.139942,2,
183502,38.737695,-9.142834,3,
183502,38.737161,-9.146707,4,
183502,38.736542,-9.150584,5,
183502,38.734851,-9.152662,6,
183502,38.733335,-9.154744,7,
183502,38.730648,-9.157013,8,
183502,38.729089,-9.159208,9,
183502,38.726441,-9.161478,10,
183502,38.723824,-9.160918,11,
183502,38.723341,-9.159414,12,
183502,38.721516,-9.156541,13,
183502,38.720291,-9.155661,14,
183502,38.718338,-9.156946,15,
183502,38.715773,-9.159581,16,
183502,38.713627,-9.160065,17,
183502,38.712681,-9.160224,18,
183502,38.711322,-9.160938,19,
183502,38.710054,-9.162462,20,
183502,38.708923,-9.161921,21,
183502,38.707269,-9.161405,22,
183502,38.707888,-9.159091,23,
183502,38.706432,-9.158633,24,
183502,38.705102,-9.161342,25,
183502,38.704613,-9.163596,26,
183502,38.704757,-9.167759,27,
183502,38.705294,-9.170672,28,
183502,38.706277,-9.173385,29,
183502,38.707255,-9.173535,30,
183502,38.713106,-9.175394,31,
183502,38.715875,-9.175511,32,
183502,38.719371,-9.17479,33,
183502,38.723011,-9.17479,34,
183502,38.731361,-9.168357,35,
183503,38.731361,-9.168357,1,
183503,38.730838,-9.168603,2,
183503,38.723469,-9.174898,3,
183503,38.718668,-9.175047,4,
183503,38.715921,-9.175805,5,
183503,38.712414,-9.175463,6,
183503,38.7081,-9.173737,7,
183503,38.705883,-9.17271,8,
183503,38.704975,-9.170297,9,
183503,38.70458,-9.167364,10,
183503,38.70448,-9.164187,11,
183503,38.705388,-9.160486,12,
183503,38.706695,-9.15802,13,
183503,38.707704,-9.159671,14,
183503,38.707337,-9.161314,15,
183503,38.709305,-9.161713,16,
183503,38.710984,-9.158476,17,
183503,38.71229,-9.15634,18,
183503,38.712761,-9.157436,19,
183503,38.713883,-9.160547,20,
183503,38.715563,-9.160011,21,
183503,38.717485,-9.157329,22,
183503,38.721257,-9.156202,23,
183503,38.721471,-9.156386,24,
183503,38.723216,-9.160121,25,
183503,38.723867,-9.16058,26,
183503,38.725223,-9.159972,27,
183503,38.727762,-9.160413,28,
183503,38.729532,-9.158352,29,
183503,38.731142,-9.156086,30,
183503,38.733413,-9.154521,31,
183503,38.73479,-9.152365,32,
183503,38.735936,-9.149569,33,
183503,38.735008,-9.146288,34,
183503,38.73511,-9.142426,35,
183503,38.735192,-9.139576,36,
183503,38.736753,-9.136329,37,
183509,38.75651,-9.113351,1,
183509,38.753727,-9.114232,2,
183509,38.752047,-9.113506,3,
183509,38.751696,-9.112043,4,
183509,38.751639,-9.109369,5,
183509,38.753003,-9.110313,6,
183509,38.754428,-9.109356,7,
183509,38.752992,-9.105705,8,
183509,38.750878,-9.104596,9,
183509,38.747094,-9.104972,10,
183509,38.744361,-9.102212,11,
183509,38.742455,-9.102445,12,
183509,38.739182,-9.103127,13,
183509,38.736915,-9.103825,14,
183509,38.734683,-9.105121,15,
183509,38.732752,-9.105924,16,
183509,38.730178,-9.108055,17,
183509,38.72825,-9.109645,18,
183509,38.726098,-9.112331,19,
183509,38.724477,-9.11383,20,
183509,38.723419,-9.115304,21,
183509,38.724615,-9.116386,22,
183509,38.725556,-9.118724,23,
183509,38.727703,-9.119648,24,
183509,38.729127,-9.122408,25,
183509,38.730618,-9.125341,26,
183509,38.732109,-9.128295,27,
183509,38.732735,-9.130411,28,
183509,38.733344,-9.132793,29,
183509,38.736101,-9.13387,30,
183509,38.737184,-9.133993,31,
183520,38.715498,-9.13604,1,
183520,38.7192,-9.135564,2,
183520,38.721997,-9.135277,3,
183520,38.723434,-9.133834,4,
183520,38.723116,-9.132004,5,
183520,38.722311,-9.131069,6,
183520,38.721312,-9.129397,7,
183532,38.742098,-9.168552,1,
183532,38.742577,-9.168298,2,
183532,38.746293,-9.167894,3,
183532,38.748018,-9.165407,4,
183532,38.750002,-9.159708,5,
183532,38.751401,-9.158766,6,
183532,38.752841,-9.155919,7,
183532,38.755049,-9.150634,8,
183532,38.755942,-9.145635,9,
183532,38.754051,-9.14464,10,
183532,38.753472,-9.142575,11,
183532,38.754625,-9.138535,12,
183532,38.754592,-9.136384,13,
183532,38.754709,-9.134115,14,
183532,38.754401,-9.131571,15,
183532,38.752793,-9.126446,16,
183532,38.751042,-9.124805,17,
183532,38.752858,-9.123434,18,
183532,38.754479,-9.124966,19,
183532,38.7555,-9.126346,20,
183532,38.757622,-9.126376,21,
183532,38.759122,-9.124803,22,
183532,38.757903,-9.123185,23,
183532,38.756205,-9.120716,24,
183532,38.756593,-9.118296,25,
183532,38.757101,-9.116609,26,
183532,38.755985,-9.113618,27,
183532,38.753727,-9.114232,28,
183532,38.75222,-9.114031,29,
183532,38.747965,-9.11292,30,
183532,38.74634,-9.112979,31,
183532,38.744135,-9.113686,32,
183532,38.743073,-9.111799,33,
183532,38.74432,-9.110745,34,
183532,38.748254,-9.10797,35,
183532,38.746603,-9.107116,36,
183532,38.745787,-9.104724,37,
183532,38.744361,-9.102212,38,
183532,38.742155,-9.102203,39,
190589,38.709715,-9.2031,1,
190589,38.708802,-9.200021,2,
190589,38.707167,-9.199103,3,
190589,38.70638,-9.199194,4,
190589,38.704699,-9.198663,5,
190589,38.70489,-9.196252,6,
190589,38.70369,-9.19472,7,
190589,38.703068,-9.193319,8,
190589,38.703411,-9.191612,9,
190589,38.704933,-9.187422,10,
190589,38.705281,-9.185415,11,
190589,38.706024,-9.182246,12,
190589,38.706268,-9.179386,13,
190589,38.704655,-9.177443,14,
190589,38.704145,-9.173823,15,
190589,38.703363,-9.167024,16,
190589,38.703508,-9.16273,17,
190589,38.706171,-9.155732,18,
190589,38.706331,-9.149936,19,
190589,38.706244,-9.145024,20,
190602,38.724061,-9.227531,1,
190602,38.722308,-9.224624,2,
190602,38.721175,-9.221326,3,
190602,38.720269,-9.219459,4,
190602,38.722331,-9.217464,5,
190602,38.724517,-9.214052,6,
190602,38.728043,-9.209359,7,
190602,38.727522,-9.212151,8,
190602,38.717518,-9.20988,9,
190602,38.716954,-9.213167,10,
190602,38.715715,-9.214801,11,
190602,38.71157,-9.214863,12,
190602,38.709701,-9.215458,13,
190602,38.70893,-9.21435,14,
190602,38.70621,-9.212763,15,
190602,38.703155,-9.211198,16,
190602,38.705217,-9.20769,17,
190602,38.701946,-9.206578,18,
190602,38.699795,-9.205912,19,
190602,38.697257,-9.203547,20,
190602,38.69738,-9.19882,21,
190602,38.697367,-9.194168,22,
190602,38.697994,-9.190554,23,
190602,38.698587,-9.187398,24,
190602,38.700037,-9.183655,25,
190602,38.702215,-9.180677,26,
190602,38.705394,-9.17631,27,
190602,38.705883,-9.17271,28,
190602,38.704975,-9.170297,29,
190602,38.70458,-9.167364,30,
190602,38.70448,-9.164187,31,
190602,38.705388,-9.160486,32,
190602,38.706523,-9.157939,33,
190602,38.706648,-9.155753,34,
190602,38.70862,-9.151762,35,
190602,38.708449,-9.147047,36,
190602,38.707773,-9.144589,37,
190602,38.70699,-9.142206,38,
190602,38.709676,-9.136384,39,
190602,38.713625,-9.138141,40,
190616,38.781942,-9.113994,1,
190616,38.781007,-9.11183,2,
190616,38.781221,-9.107489,3,
190616,38.779637,-9.104465,4,
190616,38.776416,-9.10278,5,
190616,38.775044,-9.10224,6,
190616,38.773017,-9.105097,7,
190616,38.770364,-9.104799,8,
190616,38.768475,-9.098836,9,
190616,38.765975,-9.098179,10,
190616,38.762409,-9.098469,11,
190616,38.761089,-9.096441,12,
190616,38.757736,-9.096609,13,
190616,38.755317,-9.096797,14,
190616,38.753497,-9.096143,15,
190616,38.750304,-9.096286,16,
190616,38.748127,-9.096957,17,
190616,38.7472643157526,-9.09923606388438,18,
190616,38.742501,-9.099326,19,
190616,38.742455,-9.102445,20,
190616,38.739182,-9.103127,21,
190616,38.736915,-9.103825,22,
190616,38.735276,-9.103949,23,
190616,38.732859,-9.104662,24,
190616,38.72891,-9.107391,25,
190616,38.726303,-9.110477,26,
190616,38.724354,-9.112066,27,
190616,38.722655,-9.113516,28,
190616,38.71678,-9.119137,29,
190616,38.713576,-9.122704,30,
190616,38.711015,-9.126852,31,
190616,38.709577,-9.129029,32,
190616,38.707721,-9.132884,33,
190616,38.707944,-9.138598,34,
190616,38.707229,-9.141645,35,
190616,38.706332,-9.145278,36,
190616,38.706414,-9.149768,37,
190616,38.706142,-9.156011,38,
190616,38.70367,-9.162505,39,
190616,38.703447,-9.167728,40,
190616,38.702944,-9.173419,41,
190616,38.697763,-9.186979,42,
190616,38.696716,-9.199135,43,
190616,38.697728,-9.204514,44,
190616,38.699801,-9.205797,45,
190616,38.701573,-9.206351,46,
190616,38.704004,-9.206357,47,
190616,38.705935,-9.205113,48,
190616,38.707714,-9.205853,49,
190616,38.709695,-9.208434,50,
190616,38.709348,-9.21157,51,
190616,38.70908,-9.214057,52,
190618,38.725872,-9.149241,1,
190618,38.724659,-9.150856,2,
190618,38.720248,-9.145721,3,
190618,38.715631,-9.141918,4,
190618,38.714037,-9.139885,5,
190618,38.708372,-9.137739,6,
190618,38.707229,-9.141645,7,
190618,38.706332,-9.145278,8,
190618,38.706414,-9.149768,9,
190618,38.706142,-9.156011,10,
190618,38.70367,-9.162505,11,
190618,38.703447,-9.167728,12,
190618,38.704304,-9.173951,13,
190618,38.704742,-9.177635,14,
190618,38.701991,-9.181041,15,
190618,38.699789,-9.18435,16,
190618,38.698466,-9.188384,17,
190618,38.698228,-9.191358,18,
190618,38.699916,-9.19166,19,
190618,38.702159,-9.192675,20,
190618,38.703713,-9.195234,21,
190618,38.704932,-9.196728,22,
190618,38.704761,-9.198973,23,
190618,38.705761,-9.199872,24,
190618,38.705588,-9.203854,25,
190618,38.703877,-9.206563,26,
190618,38.705577,-9.207653,27,
190618,38.707362,-9.208612,28,
190618,38.709695,-9.208434,29,
